countryA,countryB,similarity
LUXEMBOURG,MALAYSIA,0.565403422982885
ETHIOPIA,MALAYSIA,0.85880195599022
COMOROS,MALAYSIA,0.7451100244498777
MALAYSIA,SRI LANKA,0.9248166259168704
GUYANA,MALAYSIA,0.9119804400977995
MALAYSIA,TONGA,0.5385085574572127
MALAYSIA,UZBEKISTAN,0.7047677261613692
MALAYSIA,VANUATU,0.534841075794621
LESOTHO,MALAYSIA,0.8655256723716381
COLOMBIA,MALAYSIA,0.8508557457212714
GUINEA-BISSAU,MALAYSIA,0.719437652811736
BOTSWANA,MALAYSIA,0.8447432762836186
COSTA RICA,MALAYSIA,0.8679706601466992
MALAYSIA,TAJIKISTAN,0.7878973105134475
LIBERIA,MALAYSIA,0.60880195599022
COTE D'IVOIRE,MALAYSIA,0.7744498777506112
GABON,MALAYSIA,0.691320293398533
INDIA,MALAYSIA,0.8001222493887531
ECUADOR,MALAYSIA,0.8991442542787286
ESWATINI,MALAYSIA,0.5692695214105793
MALAYSIA,SEYCHELLES,0.43765281173594134
MALAYSIA,SAINT KITTS AND NEVIS,0.5281173594132029
MALAYSIA,SOLOMON ISLANDS,0.741442542787286
MALAYSIA,MAURITIUS,0.89119804400978
ANDORRA,MALAYSIA,0.5837408312958435
MALAYSIA,SAO TOME AND PRINCIPE,0.4883863080684597
BELARUS,MALAYSIA,0.7885085574572127
MALAYSIA,PALAU,0.30378973105134477
GEORGIA,MALAYSIA,0.5250611246943765
MALAYSIA,MYANMAR,0.8025672371638142
AFGHANISTAN,MALAYSIA,0.8520782396088019
CZECHIA,MALAYSIA,0.5096322241681261
MALAYSIA,MEXICO,0.8606356968215159
BANGLADESH,MALAYSIA,0.9547677261613692
FINLAND,MALAYSIA,0.5702933985330073
ISRAEL,MALAYSIA,0.1656479217603912
HONDURAS,MALAYSIA,0.7671149144254279
MALAYSIA,MALI,0.8973105134474327
MALAYSIA,NORTH MACEDONIA,0.5512367491166078
LEBANON,MALAYSIA,0.89119804400978
BARBADOS,MALAYSIA,0.8759168704156479
BHUTAN,MALAYSIA,0.8306845965770171
MALAYSIA,MOROCCO,0.9309290953545232
MALAYSIA,MALTA,0.6436430317848411
MALAYSIA,SURINAME,0.8416870415647921
CANADA,MALAYSIA,0.41992665036674814
MALAYSIA,UNITED ARAB EMIRATES,0.9394865525672371
CROATIA,MALAYSIA,0.5482885085574573
KENYA,MALAYSIA,0.8502444987775061
MALAYSIA,RWANDA,0.5250611246943765
CONGO,MALAYSIA,0.7982885085574573
GUATEMALA,MALAYSIA,0.8178484107579462
ANTIGUA AND BARBUDA,MALAYSIA,0.8319070904645477
LATVIA,MALAYSIA,0.5409535452322738
MALAYSIA,TOGO,0.8429095354523227
GRENADA,MALAYSIA,0.773838630806846
MALAYSIA,NAMIBIA,0.8814180929095354
MALAYSIA,SYRIAN ARAB REPUBLIC,0.8202933985330073
MALAYSIA,NORWAY,0.5709046454767727
CHILE,MALAYSIA,0.8939929328621908
DOMINICA,MALAYSIA,0.5097799511002445
ALBANIA,MALAYSIA,0.5250611246943765
MALAYSIA,TRINIDAD AND TOBAGO,0.8887530562347188
MALAYSIA,PANAMA,0.815403422982885
MALAYSIA,MONTENEGRO,0.5618904726181545
MALAYSIA,NIGERIA,0.8964705882352941
GHANA,MALAYSIA,0.83679706601467
MALAYSIA,OMAN,0.9400977995110025
MALAYSIA,SLOVENIA,0.5635696821515892
BAHAMAS,MALAYSIA,0.8649144254278729
JAMAICA,MALAYSIA,0.9138141809290954
BOLIVIA (PLURINATIONAL STATE OF),MALAYSIA,0.8738317757009346
MALAYSIA,SAINT LUCIA,0.8795843520782396
MALAYSIA,MONGOLIA,0.8679706601466992
MALAYSIA,PORTUGAL,0.5672371638141809
DEMOCRATIC REPUBLIC OF THE CONGO,MALAYSIA,0.441320293398533
EL SALVADOR,MALAYSIA,0.8526894865525673
GAMBIA,MALAYSIA,0.6656479217603912
MALAYSIA,TURKMENISTAN,0.6900977995110025
MALAYSIA,MICRONESIA (FEDERATED STATES OF),0.2622249388753056
MALAYSIA,TIMOR-LESTE,0.7604166666666666
BELIZE,MALAYSIA,0.8679706601466992
CHAD,MALAYSIA,0.5364705882352941
BURKINA FASO,MALAYSIA,0.8685819070904646
LAO PEOPLE'S DEMOCRATIC REPUBLIC,MALAYSIA,0.8875305623471883
MALAYSIA,TUVALU,0.5378973105134475
JORDAN,MALAYSIA,0.9429411764705883
MALAYSIA,PARAGUAY,0.8245721271393643
MALAYSIA,SERBIA AND MONTENEGRO,0.5929203539823009
BOLIVIA,MALAYSIA,0.8375
MALAYSIA,THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA,0.5594974131559497
CAPE VERDE,MALAYSIA,0.8297872340425532
CZECH REPUBLIC,MALAYSIA,0.5586854460093896
MALAYSIA,VENEZUELA,0.9006211180124224
MALAYSIA,SWAZILAND,0.6795803066989508
LIBYAN ARAB JAMAHIRIYA,MALAYSIA,0.9286733238231099
MALAYSIA,MOLDOVA,0.6277777777777778
UNITED KINGDOM,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.4597772277227723
RUSSIAN FEDERATION,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.7314356435643564
JAPAN,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.5605670103092784
ANGOLA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.7679455445544554
URUGUAY,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8266752577319587
SPAIN,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.5464108910891089
EGYPT,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8724226804123711
NEW ZEALAND,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.6113861386138614
UNITED STATES,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.1577970297029703
FRANCE,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.46410891089108913
CHINA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8403465346534653
UKRAINE,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.5219072164948454
NIGER,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.7396610169491525
SAINT VINCENT AND THE GRENADINES,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8189830508474576
ESTONIA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.49491525423728816
SOUTH AFRICA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8569491525423729
VENEZUELA (BOLIVARIAN REPUBLIC OF),VIET NAM,0.8650847457627119
BELGIUM,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.5030508474576271
GERMANY,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.49898305084745764
TUNISIA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8576271186440678
INDONESIA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8813559322033898
DOMINICAN REPUBLIC,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8230508474576271
BRAZIL,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8020338983050848
UNITED REPUBLIC OF TANZANIA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.7911864406779661
PHILIPPINES,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8454237288135593
ALGERIA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8847457627118644
BENIN,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.7294915254237289
DENMARK,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.49898305084745764
ROMANIA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.48745762711864404
ARGENTINA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.783728813559322
GREECE,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.5172881355932203
AUSTRIA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.56
SWITZERLAND,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.5505084745762712
CYPRUS,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.5755932203389831
MOZAMBIQUE,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8413559322033898
SUDAN,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8833898305084745
FIJI,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.7206779661016949
BULGARIA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.49830508474576274
CUBA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.9111864406779661
UGANDA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.7152542372881356
VENEZUELA (BOLIVARIAN REPUBLIC OF),ZAMBIA,0.8101694915254237
SOUTH SUDAN,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.2918454935622318
MONACO,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.4766101694915254
REPUBLIC OF KOREA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.4901694915254237
REPUBLIC OF MOLDOVA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.5054095826893354
SAN MARINO,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.551864406779661
VENEZUELA (BOLIVARIAN REPUBLIC OF),YEMEN,0.8549152542372881
ITALY,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.5023728813559322
BURUNDI,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.6908474576271186
HUNGARY,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.47796610169491527
CAMBODIA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8610169491525423
MALAWI,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.6888135593220339
NAURU,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.2854237288135593
NICARAGUA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.9044067796610169
BRUNEI DARUSSALAM,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.871864406779661
POLAND,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.48610169491525423
THAILAND,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8372881355932204
MALDIVES,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8603389830508474
SIERRA LEONE,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.6759322033898305
TURKEY,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.6
CABO VERDE,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.7848101265822784
PAPUA NEW GUINEA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.6250847457627119
MARSHALL ISLANDS,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.3233898305084746
AZERBAIJAN,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8210169491525424
MADAGASCAR,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.6684745762711864
CAMEROON,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.5769491525423729
SAUDI ARABIA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8494915254237289
IRAN (ISLAMIC REPUBLIC OF),VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8454237288135593
NEPAL,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8454237288135593
SAMOA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.6772881355932203
IRAQ,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.84
LIBYA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8021390374331551
BAHRAIN,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8569491525423729
GUINEA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.7776271186440677
EQUATORIAL GUINEA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.3749152542372881
KYRGYZSTAN,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8
ERITREA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8386440677966102
KUWAIT,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8623728813559322
ARMENIA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.7010169491525424
MAURITANIA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8203389830508474
SINGAPORE,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8372881355932204
CENTRAL AFRICAN REPUBLIC,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.5810169491525424
PERU,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8033898305084746
LIECHTENSTEIN,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.5552542372881356
NETHERLANDS,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.5037288135593221
SERBIA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.5851462865716429
HAITI,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.6210169491525424
