countryA,countryB,similarity
REPUBLICOFKOREA,SENEGAL,0.5918874172185431
REPUBLICOFMOLDOVA,SENEGAL,0.5710319296621934
SANMARINO,SENEGAL,0.5683176771989752
SENEGAL,YEMEN,0.845061975209916
ITALY,SENEGAL,0.5176077119811135
BURUNDI,SENEGAL,0.7920291321060084
HUNGARY,SENEGAL,0.6326246771309358
CAMBODIA,SENEGAL,0.7447470817120623
MALAWI,SENEGAL,0.6500917057265131
NAURU,SENEGAL,0.3400325909831613
NICARAGUA,SENEGAL,0.7792882846861255
BRUNEIDARUSSALAM,SENEGAL,0.9164436515016354
POLAND,SENEGAL,0.6421431427429029
SENEGAL,THAILAND,0.8916433426629349
MALDIVES,SENEGAL,0.8453095879063989
SENEGAL,SIERRALEONE,0.8201207243460764
SENEGAL,TURKEY,0.7057177129148341
CABOVERDE,SENEGAL,0.8734177215189873
PAPUANEWGUINEA,SENEGAL,0.7461677186654644
MARSHALLISLANDS,SENEGAL,0.40066225165562913
AZERBAIJAN,SENEGAL,0.8159692570452605
MADAGASCAR,SENEGAL,0.8022790883646541
CAMEROON,SENEGAL,0.7606369743717343
SAUDIARABIA,SENEGAL,0.8636545381847262
IRANISLAMICREPUBLICOF,SENEGAL,0.8218546637744034
NEPAL,SENEGAL,0.8820969337289812
SAMOA,SENEGAL,0.7028280018544274
IRAQ,SENEGAL,0.7369052379048381
LIBYA,SENEGAL,0.8519437551695617
BAHRAIN,SENEGAL,0.9090139652983495
GUINEA,SENEGAL,0.8416633346661335
EQUATORIALGUINEA,SENEGAL,0.4793696869168567
KYRGYZSTAN,SENEGAL,0.6912894961571306
ERITREA,SENEGAL,0.8062665489849956
KUWAIT,SENEGAL,0.8926977687626775
ARMENIA,SENEGAL,0.677198975234842
MAURITANIA,SENEGAL,0.857487922705314
SENEGAL,SINGAPORE,0.863867943753821
CENTRALAFRICANREPUBLIC,SENEGAL,0.6401586307660196
PERU,SENEGAL,0.8574570171931227
LIECHTENSTEIN,SENEGAL,0.5951239008792966
NETHERLANDS,SENEGAL,0.5195921631347461
SENEGAL,SERBIA,0.6121530382595649
HAITI,SENEGAL,0.7159136345461815
IRELAND,SENEGAL,0.608156737305078
KAZAKHSTAN,SENEGAL,0.79766860949209
DJIBOUTI,SENEGAL,0.8827795975666822
DEMOCRATICPEOPLESREPUBLICOFKOREA,SENEGAL,0.722682119205298
BOSNIAANDHERZEGOVINA,SENEGAL,0.5153714773697694
PAKISTAN,SENEGAL,0.8597258096562687
SENEGAL,SWEDEN,0.6197155274595022
SENEGAL,SOMALIA,0.6452709458108379
SENEGAL,SLOVAKIA,0.5632995147772386
AUSTRALIA,SENEGAL,0.5285885645741704
KIRIBATI,SENEGAL,0.3020097772949484
QATAR,SENEGAL,0.8975661375661376
LITHUANIA,SENEGAL,0.5492549668874173
ICELAND,SENEGAL,0.5737704918032787
LUXEMBOURG,SENEGAL,0.5023990403838464
ETHIOPIA,SENEGAL,0.8637522054499118
COMOROS,SENEGAL,0.6519187358916478
SENEGAL,SRILANKA,0.9089931153184165
GUYANA,SENEGAL,0.8926009428161509
SENEGAL,TONGA,0.5279739272134709
SENEGAL,UZBEKISTAN,0.5730145175064048
SENEGAL,VANUATU,0.625
LESOTHO,SENEGAL,0.7806927649108424
COLOMBIA,SENEGAL,0.8397219463753723
GUINEABISSAU,SENEGAL,0.7399242930305054
BOTSWANA,SENEGAL,0.8214798114367698
COSTARICA,SENEGAL,0.7716913234706118
SENEGAL,TAJIKISTAN,0.6716481639624253
LIBERIA,SENEGAL,0.6527389044382247
COTEDIVOIRE,SENEGAL,0.7908235964662297
GABON,SENEGAL,0.7814874050379849
INDIA,SENEGAL,0.8085657370517928
ECUADOR,SENEGAL,0.8582566973210716
ESWATINI,SENEGAL,0.5994962216624685
SENEGAL,SEYCHELLES,0.479147571035747
SAINTKITTSANDNEVIS,SENEGAL,0.4905929304446978
SENEGAL,SOLOMONISLANDS,0.6227860220201054
MAURITIUS,SENEGAL,0.8331951927061749
ANDORRA,SENEGAL,0.5723742277140336
SAOTOMEANDPRINCIPE,SENEGAL,0.5845356176735798
BELARUS,SENEGAL,0.7796465222348917
PALAU,SENEGAL,0.25839080459770114
GEORGIA,SENEGAL,0.5149444918872759
MYANMAR,SENEGAL,0.8129988597491448
AFGHANISTAN,SENEGAL,0.8034786085565774
CZECHIA,SENEGAL,0.5201401050788091
MEXICO,SENEGAL,0.8650539784086365
BANGLADESH,SENEGAL,0.9084836339345357
FINLAND,SENEGAL,0.6164846077457795
ISRAEL,SENEGAL,0.2652938824470212
HONDURAS,SENEGAL,0.7528988404638145
MALI,SENEGAL,0.8764494202319072
NORTHMACEDONIA,SENEGAL,0.5618374558303887
LEBANON,SENEGAL,0.836265493802479
BARBADOS,SENEGAL,0.8389413212966762
BHUTAN,SENEGAL,0.8352020308863973
MOROCCO,SENEGAL,0.8894442223110756
MALTA,SENEGAL,0.7352761361320562
SENEGAL,SURINAME,0.8512905517404689
CANADA,SENEGAL,0.4744047619047619
SENEGAL,UNITEDARABEMIRATES,0.9057446808510639
CROATIA,SENEGAL,0.5491033304867634
KENYA,SENEGAL,0.8663003663003663
RWANDA,SENEGAL,0.6892575359093668
CONGO,SENEGAL,0.7704362558238035
GUATEMALA,SENEGAL,0.7411035585765694
ANTIGUAANDBARBUDA,SENEGAL,0.7542796944956545
LATVIA,SENEGAL,0.5397350993377483
SENEGAL,TOGO,0.8788484606157537
GRENADA,SENEGAL,0.6715653529280784
NAMIBIA,SENEGAL,0.8613109512390088
SENEGAL,SYRIANARABREPUBLIC,0.8146816162470912
NORWAY,SENEGAL,0.5713714514194322
CHILE,SENEGAL,0.8172365526894622
DOMINICA,SENEGAL,0.3856796116504854
ALBANIA,SENEGAL,0.508796481407437
SENEGAL,TRINIDADANDTOBAGO,0.8727493425045519
PANAMA,SENEGAL,0.806077568972411
MONTENEGRO,SENEGAL,0.5663915978994749
NIGERIA,SENEGAL,0.8768492602958816
GHANA,SENEGAL,0.8610555777688924
OMAN,SENEGAL,0.8922751322751322
SENEGAL,SLOVENIA,0.5653287788215201
BAHAMAS,SENEGAL,0.8147174770039421
JAMAICA,SENEGAL,0.8674893789196844
BOLIVIAPLURINATIONALSTATEOF,SENEGAL,0.8638373121131742
SAINTLUCIA,SENEGAL,0.7824691358024691
MONGOLIA,SENEGAL,0.7935613682092555
PORTUGAL,SENEGAL,0.5357856857257097
DEMOCRATICREPUBLICOFTHECONGO,SENEGAL,0.5364880273660205
ELSALVADOR,SENEGAL,0.7622950819672131
GAMBIA,SENEGAL,0.6490727532097005
SENEGAL,TURKMENISTAN,0.5900939368061486
MICRONESIAFEDERATEDSTATESOF,SENEGAL,0.31746688741721857
SENEGAL,TIMORLESTE,0.7775735294117647
BELIZE,SENEGAL,0.7329306722689075
CHAD,SENEGAL,0.7171131547381048
BURKINAFASO,SENEGAL,0.8828726132801368
LAOPEOPLESDEMOCRATICREPUBLIC,SENEGAL,0.8418803418803419
SENEGAL,TUVALU,0.5217391304347826
JORDAN,SENEGAL,0.8872451019592164
PARAGUAY,SENEGAL,0.7065368567454798
SENEGAL,SERBIAANDMONTENEGRO,0.5707964601769911
BOLIVIA,SENEGAL,0.8229750382068263
SENEGAL,THEFORMERYUGOSLAVREPUBLICOFMACEDONIA,0.5725806451612904
CAPEVERDE,SENEGAL,0.8071859572133845
CZECHREPUBLIC,SENEGAL,0.566627358490566
SENEGAL,VENEZUELA,0.8590870428125886
SENEGAL,SWAZILAND,0.7289360740908064
LIBYANARABJAMAHIRIYA,SENEGAL,0.857976086322543
SENEGAL,YUGOSLAVIA,0.7383687535898908
MOLDOVA,SENEGAL,0.6222222222222222
SENEGAL,UPPERVOLTA,0.8037508372404555
DEMOCRATICYEMEN,SENEGAL,0.8503370786516854
IVORYCOAST,SENEGAL,0.7789685197588747
SENEGAL,UKRAINIANSSR,0.6586345381526104
LAOPEOPLEsDEMOCRATICREPUBLIC,SENEGAL,0.7655334114888629
BYELORUSSIANSSR,SENEGAL,0.6559571619812584
DEMOCRATICKAMPUCHEA,SENEGAL,0.5404454865181711
SENEGAL,UNITEDREPUBLICOFCAMEROON,0.9074262461851476
GERMANDEMOCRATICREPUBLIC,SENEGAL,0.751453488372093
BURMA,SENEGAL,0.8092369477911646
SENEGAL,ZAIRE,0.8526748971193415
GERMANYFEDERALREPUBLICOF,SENEGAL,0.3886756238003839
SENEGAL,USSR,0.7330648114243866
CZECHOSLOVAKIA,SENEGAL,0.706764168190128
LIBYANARABREPUBLIC,SENEGAL,0.8571428571428571
IRAN,SENEGAL,0.8470319634703196
KHMERREPUBLIC,SENEGAL,0.78839590443686
LAOS,SENEGAL,0.7178683385579937
CEYLON,SENEGAL,0.7203389830508474
DAHOMEY,SENEGAL,0.753448275862069
SENEGAL,UNITEDARABREPUBLIC,0.7272727272727273
SENEGAL,SYRIA,0.691358024691358
SENEGAL,SOUTHERNYEMEN,0.5929203539823009
CONGOBRAZZAVILLE,SENEGAL,0.6057347670250897
CONGOLEOPOLDVILLE,SENEGAL,0.7127272727272728
CENTRALAFRICANEMPIRE,SENEGAL,0.7061611374407583
SENEGAL,SURINAM,0.6243654822335025
MALAYSIA,VENEZUELABOLIVARIANREPUBLICOF,0.8756188118811881
MALAYSIA,UNITEDKINGDOM,0.4424795588514927
MALAYSIA,RUSSIANFEDERATION,0.678598922247883
JAPAN,MALAYSIA,0.580335731414868
ANGOLA,MALAYSIA,0.760321356839991
MALAYSIA,URUGUAY,0.8222531847133758
MALAYSIA,SPAIN,0.6146408839779005
EGYPT,MALAYSIA,0.9240216486261449
MALAYSIA,NEWZEALAND,0.6166140489344909
MALAYSIA,UNITEDSTATES,0.24191707873716242
FRANCE,MALAYSIA,0.45
CHINA,MALAYSIA,0.8180608365019011
MALAYSIA,UKRAINE,0.6954607977991747
MALAYSIA,NIGER,0.8159123198701035
MALAYSIA,SAINTVINCENTANDTHEGRENADINES,0.6631847133757962
ESTONIA,MALAYSIA,0.5409768211920529
MALAYSIA,SOUTHAFRICA,0.423381367972397
MALAYSIA,VIETNAM,0.8364529714553112
BELGIUM,MALAYSIA,0.48639870077141695
GERMANY,MALAYSIA,0.5467625899280576
MALAYSIA,TUNISIA,0.9312839059674503
INDONESIA,MALAYSIA,0.9436619718309859
DOMINICANREPUBLIC,MALAYSIA,0.748731479602192
BRAZIL,MALAYSIA,0.8445730247406225
MALAYSIA,UNITEDREPUBLICOFTANZANIA,0.8762991644589362
MALAYSIA,PHILIPPINES,0.9123198701035112
ALGERIA,MALAYSIA,0.8976951071572988
BENIN,MALAYSIA,0.8251922207146087
DENMARK,MALAYSIA,0.5552172147787251
MALAYSIA,ROMANIA,0.6923851732473811
ARGENTINA,MALAYSIA,0.809996033320111
GREECE,MALAYSIA,0.6403490968134767
AUSTRIA,MALAYSIA,0.6139638725390705
MALAYSIA,SWITZERLAND,0.6060049019607843
CYPRUS,MALAYSIA,0.783641160949868
MALAYSIA,MOZAMBIQUE,0.8476104598737602
MALAYSIA,SUDAN,0.8962857722752182
FIJI,MALAYSIA,0.7853095487932844
BULGARIA,MALAYSIA,0.6391313172315811
CUBA,MALAYSIA,0.814464141821112
MALAYSIA,UGANDA,0.8175360259792978
MALAYSIA,ZAMBIA,0.8767067454656613
MALAYSIA,SOUTHSUDAN,0.30150214592274677
MALAYSIA,MONACO,0.5216240070609003
MALAYSIA,REPUBLICOFKOREA,0.589817880794702
MALAYSIA,REPUBLICOFMOLDOVA,0.5599259602036094
MALAYSIA,SANMARINO,0.5678906917164817
MALAYSIA,YEMEN,0.8722760290556901
ITALY,MALAYSIA,0.5023340775319667
BURUNDI,MALAYSIA,0.790135985386645
HUNGARY,MALAYSIA,0.6312157499492592
CAMBODIA,MALAYSIA,0.7428571428571429
MALAWI,MALAYSIA,0.6474424291828
MALAYSIA,NAURU,0.3204780010863661
MALAYSIA,NICARAGUA,0.7899330221229958
BRUNEIDARUSSALAM,MALAYSIA,0.9565863812072555
MALAYSIA,POLAND,0.6423787294499695
MALAYSIA,THAILAND,0.9244976659224681
MALAYSIA,MALDIVES,0.8643611513770967
MALAYSIA,SIERRALEONE,0.8136797239699615
MALAYSIA,TURKEY,0.7150395778364116
CABOVERDE,MALAYSIA,0.8734177215189873
MALAYSIA,PAPUANEWGUINEA,0.7493237150586114
MALAYSIA,MARSHALLISLANDS,0.3878311258278146
AZERBAIJAN,MALAYSIA,0.8168232280102476
MADAGASCAR,MALAYSIA,0.8033285975238482
CAMEROON,MALAYSIA,0.7700304259634888
MALAYSIA,SAUDIARABIA,0.8883702049928963
IRANISLAMICREPUBLICOF,MALAYSIA,0.8497830802603037
MALAYSIA,NEPAL,0.8991307863351526
MALAYSIA,SAMOA,0.6907742234585071
IRAQ,MALAYSIA,0.7521818550842297
LIBYA,MALAYSIA,0.8950617283950617
BAHRAIN,MALAYSIA,0.9327906491337925
GUINEA,MALAYSIA,0.848183478790339
EQUATORIALGUINEA,MALAYSIA,0.4683806759278457
KYRGYZSTAN,MALAYSIA,0.6925704526046115
ERITREA,MALAYSIA,0.8053839364518977
KUWAIT,MALAYSIA,0.9106961639943171
ARMENIA,MALAYSIA,0.6776259607173356
MALAYSIA,MAURITANIA,0.867870915364319
MALAYSIA,SINGAPORE,0.8907682901976768
CENTRALAFRICANREPUBLIC,MALAYSIA,0.6306191687871077
MALAYSIA,PERU,0.8780190785467831
LIECHTENSTEIN,MALAYSIA,0.5959232613908872
MALAYSIA,NETHERLANDS,0.5270644014223627
MALAYSIA,SERBIA,0.6189047261815454
HAITI,MALAYSIA,0.7174751370002029
IRELAND,MALAYSIA,0.6052364522021514
KAZAKHSTAN,MALAYSIA,0.7988039299444681
DJIBOUTI,MALAYSIA,0.8851193261581657
DEMOCRATICPEOPLESREPUBLICOFKOREA,MALAYSIA,0.7483443708609272
BOSNIAANDHERZEGOVINA,MALAYSIA,0.5064047822374039
MALAYSIA,PAKISTAN,0.8944591029023746
MALAYSIA,SWEDEN,0.6096224116930572
MALAYSIA,SOMALIA,0.6380430369468129
MALAYSIA,SLOVAKIA,0.5624172915747684
AUSTRALIA,MALAYSIA,0.5277044854881267
KIRIBATI,MALAYSIA,0.2759369907658881
MALAYSIA,QATAR,0.9219047619047619
LITHUANIA,MALAYSIA,0.5568548387096774
ICELAND,MALAYSIA,0.5644408362086463
LUXEMBOURG,MALAYSIA,0.4956362898315405
ETHIOPIA,MALAYSIA,0.869983948635634
COMOROS,MALAYSIA,0.6415349887133183
MALAYSIA,SRILANKA,0.9266351118760757
GUYANA,MALAYSIA,0.8942406230784997
MALAYSIA,TONGA,0.5176534492123845
MALAYSIA,UZBEKISTAN,0.5627668659265584
MALAYSIA,VANUATU,0.6060924369747899
LESOTHO,MALAYSIA,0.7800778848124615
COLOMBIA,MALAYSIA,0.8545345104333868
GUINEABISSAU,MALAYSIA,0.730126920507682
BOTSWANA,MALAYSIA,0.8149210903873745
COSTARICA,MALAYSIA,0.7830322711589203
MALAYSIA,TAJIKISTAN,0.6618274978650726
LIBERIA,MALAYSIA,0.6498883702049929
COTEDIVOIRE,MALAYSIA,0.7955692652832305
GABON,MALAYSIA,0.7810496794871795
INDIA,MALAYSIA,0.8347879033894865
ECUADOR,MALAYSIA,0.8731479602192003
ESWATINI,MALAYSIA,0.5692695214105793
MALAYSIA,SEYCHELLES,0.45783684692942256
MALAYSIA,SAINTKITTSANDNEVIS,0.4766248574686431
MALAYSIA,SOLOMONISLANDS,0.6139301101005266
MALAYSIA,MAURITIUS,0.8307086614173228
ANDORRA,MALAYSIA,0.5710503089143866
MALAYSIA,SAOTOMEANDPRINCIPE,0.5662759242560865
BELARUS,MALAYSIA,0.7862029646522235
MALAYSIA,PALAU,0.2381609195402299
GEORGIA,MALAYSIA,0.5
MALAYSIA,MYANMAR,0.8395096921322691
AFGHANISTAN,MALAYSIA,0.8136797239699615
CZECHIA,MALAYSIA,0.5096322241681261
MALAYSIA,MEXICO,0.8812664907651715
BANGLADESH,MALAYSIA,0.9387800044043162
FINLAND,MALAYSIA,0.6135634028892456
ISRAEL,MALAYSIA,0.26263446316216765
HONDURAS,MALAYSIA,0.7615181652120966
MALAYSIA,MALI,0.8868796463733173
MALAYSIA,NORTHMACEDONIA,0.5512367491166078
LEBANON,MALAYSIA,0.8520397807996752
BARBADOS,MALAYSIA,0.8434550677061962
BHUTAN,MALAYSIA,0.8419716522107045
MALAYSIA,MOROCCO,0.9037954130302416
MALAYSIA,MALTA,0.7287548400244549
MALAYSIA,SURINAME,0.8562633199147526
CANADA,MALAYSIA,0.48421259070405964
MALAYSIA,UNITEDARABEMIRATES,0.924468085106383
CROATIA,MALAYSIA,0.5435525192143467
KENYA,MALAYSIA,0.8675213675213675
MALAYSIA,RWANDA,0.6754617414248021
CONGO,MALAYSIA,0.7664125370605676
GUATEMALA,MALAYSIA,0.7438603612746093
ANTIGUAANDBARBUDA,MALAYSIA,0.7498024756386621
LATVIA,MALAYSIA,0.5331125827814569
MALAYSIA,TOGO,0.8788309316013801
GRENADA,MALAYSIA,0.6619906479625919
MALAYSIA,NAMIBIA,0.8773404661826519
MALAYSIA,SYRIANARABREPUBLIC,0.8407023482123969
MALAYSIA,NORWAY,0.5682971382179826
CHILE,MALAYSIA,0.8329991980753809
DOMINICA,MALAYSIA,0.3686893203883495
ALBANIA,MALAYSIA,0.49969555510452607
MALAYSIA,TRINIDADANDTOBAGO,0.8855287193018063
MALAYSIA,PANAMA,0.819159732088492
MALAYSIA,MONTENEGRO,0.5618904726181545
MALAYSIA,NIGERIA,0.8928070526948507
GHANA,MALAYSIA,0.8672620255733712
MALAYSIA,OMAN,0.9221164021164021
MALAYSIA,SLOVENIA,0.5741587037806398
BAHAMAS,MALAYSIA,0.8250109505037232
JAMAICA,MALAYSIA,0.8722121760096444
BOLIVIAPLURINATIONALSTATEOF,MALAYSIA,0.8738317757009346
MALAYSIA,SAINTLUCIA,0.7822222222222223
MALAYSIA,MONGOLIA,0.7998782220418105
MALAYSIA,PORTUGAL,0.5305459711792165
DEMOCRATICREPUBLICOFTHECONGO,MALAYSIA,0.5306064880112835
ELSALVADOR,MALAYSIA,0.7631418713212909
GAMBIA,MALAYSIA,0.6351568785197104
MALAYSIA,TURKMENISTAN,0.5713065755764304
MALAYSIA,MICRONESIAFEDERATEDSTATESOF,0.3021523178807947
MALAYSIA,TIMORLESTE,0.7604166666666666
BELIZE,MALAYSIA,0.7303046218487395
CHAD,MALAYSIA,0.7152875175315568
BURKINAFASO,MALAYSIA,0.8911370760900541
LAOPEOPLESDEMOCRATICREPUBLIC,MALAYSIA,0.860968660968661
MALAYSIA,TUVALU,0.4997176736307171
JORDAN,MALAYSIA,0.9223707842745958
MALAYSIA,PARAGUAY,0.7103714227724782
MALAYSIA,SERBIAANDMONTENEGRO,0.5929203539823009
BOLIVIA,MALAYSIA,0.8297597520020666
MALAYSIA,THEFORMERYUGOSLAVREPUBLICOFMACEDONIA,0.5700604838709677
CAPEVERDE,MALAYSIA,0.7973121228743829
CZECHREPUBLIC,MALAYSIA,0.5719339622641509
MALAYSIA,VENEZUELA,0.8797798377752027
MALAYSIA,SWAZILAND,0.7178676304495143
LIBYANARABJAMAHIRIYA,MALAYSIA,0.8786818314377369
MALAYSIA,YUGOSLAVIA,0.7330971361086507
MALAYSIA,MOLDOVA,0.6277777777777778
MALAYSIA,UPPERVOLTA,0.8018335684062059
DEMOCRATICYEMEN,MALAYSIA,0.8486341244961935
IVORYCOAST,MALAYSIA,0.7870239774330042
MALAYSIA,UKRAINIANSSR,0.6603241719520789
LAOPEOPLEsDEMOCRATICREPUBLIC,MALAYSIA,0.753810082063306
BYELORUSSIANSSR,MALAYSIA,0.6589147286821705
DEMOCRATICKAMPUCHEA,MALAYSIA,0.5416178194607268
MALAYSIA,UNITEDREPUBLICOFCAMEROON,0.896236012207528
GERMANDEMOCRATICREPUBLIC,MALAYSIA,0.7533914728682171
BURMA,MALAYSIA,0.8421423537702607
MALAYSIA,ZAIRE,0.8814814814814815
GERMANYFEDERALREPUBLICOF,MALAYSIA,0.3682170542635659
MALAYSIA,USSR,0.7385424492862509
CZECHOSLOVAKIA,MALAYSIA,0.7093984962406015
LIBYANARABREPUBLIC,MALAYSIA,0.8791208791208791
IRAN,MALAYSIA,0.8676351896690879
KHMERREPUBLIC,MALAYSIA,0.8225255972696246
LAOS,MALAYSIA,0.7513321492007105
CEYLON,MALAYSIA,0.7168458781362007
DAHOMEY,MALAYSIA,0.7544554455445545
MALAYSIA,UNITEDARABREPUBLIC,0.74
MALAYSIA,SYRIA,0.68
MALAYSIA,SOUTHERNYEMEN,0.7079646017699115
CONGOBRAZZAVILLE,MALAYSIA,0.5980392156862745
CONGOLEOPOLDVILLE,MALAYSIA,0.765
CENTRALAFRICANEMPIRE,MALAYSIA,0.6872037914691943
MALAYSIA,SURINAM,0.6294416243654822
UNITEDKINGDOM,VENEZUELABOLIVARIANREPUBLICOF,0.4597772277227723
RUSSIANFEDERATION,VENEZUELABOLIVARIANREPUBLICOF,0.7314356435643564
JAPAN,VENEZUELABOLIVARIANREPUBLICOF,0.5605670103092784
ANGOLA,VENEZUELABOLIVARIANREPUBLICOF,0.7679455445544554
URUGUAY,VENEZUELABOLIVARIANREPUBLICOF,0.8266752577319587
SPAIN,VENEZUELABOLIVARIANREPUBLICOF,0.5464108910891089
EGYPT,VENEZUELABOLIVARIANREPUBLICOF,0.8724226804123711
NEWZEALAND,VENEZUELABOLIVARIANREPUBLICOF,0.6113861386138614
UNITEDSTATES,VENEZUELABOLIVARIANREPUBLICOF,0.1577970297029703
FRANCE,VENEZUELABOLIVARIANREPUBLICOF,0.46410891089108913
CHINA,VENEZUELABOLIVARIANREPUBLICOF,0.8403465346534653
UKRAINE,VENEZUELABOLIVARIANREPUBLICOF,0.5219072164948454
NIGER,VENEZUELABOLIVARIANREPUBLICOF,0.7396610169491525
SAINTVINCENTANDTHEGRENADINES,VENEZUELABOLIVARIANREPUBLICOF,0.8189830508474576
ESTONIA,VENEZUELABOLIVARIANREPUBLICOF,0.49491525423728816
SOUTHAFRICA,VENEZUELABOLIVARIANREPUBLICOF,0.8569491525423729
VENEZUELABOLIVARIANREPUBLICOF,VIETNAM,0.8650847457627119
BELGIUM,VENEZUELABOLIVARIANREPUBLICOF,0.5030508474576271
GERMANY,VENEZUELABOLIVARIANREPUBLICOF,0.49898305084745764
TUNISIA,VENEZUELABOLIVARIANREPUBLICOF,0.8576271186440678
INDONESIA,VENEZUELABOLIVARIANREPUBLICOF,0.8813559322033898
DOMINICANREPUBLIC,VENEZUELABOLIVARIANREPUBLICOF,0.8230508474576271
BRAZIL,VENEZUELABOLIVARIANREPUBLICOF,0.8020338983050848
UNITEDREPUBLICOFTANZANIA,VENEZUELABOLIVARIANREPUBLICOF,0.7911864406779661
PHILIPPINES,VENEZUELABOLIVARIANREPUBLICOF,0.8454237288135593
ALGERIA,VENEZUELABOLIVARIANREPUBLICOF,0.8847457627118644
BENIN,VENEZUELABOLIVARIANREPUBLICOF,0.7294915254237289
DENMARK,VENEZUELABOLIVARIANREPUBLICOF,0.49898305084745764
ROMANIA,VENEZUELABOLIVARIANREPUBLICOF,0.48745762711864404
ARGENTINA,VENEZUELABOLIVARIANREPUBLICOF,0.783728813559322
GREECE,VENEZUELABOLIVARIANREPUBLICOF,0.5172881355932203
AUSTRIA,VENEZUELABOLIVARIANREPUBLICOF,0.56
SWITZERLAND,VENEZUELABOLIVARIANREPUBLICOF,0.5505084745762712
CYPRUS,VENEZUELABOLIVARIANREPUBLICOF,0.5755932203389831
MOZAMBIQUE,VENEZUELABOLIVARIANREPUBLICOF,0.8413559322033898
SUDAN,VENEZUELABOLIVARIANREPUBLICOF,0.8833898305084745
FIJI,VENEZUELABOLIVARIANREPUBLICOF,0.7206779661016949
BULGARIA,VENEZUELABOLIVARIANREPUBLICOF,0.49830508474576274
CUBA,VENEZUELABOLIVARIANREPUBLICOF,0.9111864406779661
UGANDA,VENEZUELABOLIVARIANREPUBLICOF,0.7152542372881356
VENEZUELABOLIVARIANREPUBLICOF,ZAMBIA,0.8101694915254237
SOUTHSUDAN,VENEZUELABOLIVARIANREPUBLICOF,0.2918454935622318
MONACO,VENEZUELABOLIVARIANREPUBLICOF,0.4766101694915254
REPUBLICOFKOREA,VENEZUELABOLIVARIANREPUBLICOF,0.4901694915254237
REPUBLICOFMOLDOVA,VENEZUELABOLIVARIANREPUBLICOF,0.5054095826893354
SANMARINO,VENEZUELABOLIVARIANREPUBLICOF,0.551864406779661
VENEZUELABOLIVARIANREPUBLICOF,YEMEN,0.8549152542372881
ITALY,VENEZUELABOLIVARIANREPUBLICOF,0.5023728813559322
BURUNDI,VENEZUELABOLIVARIANREPUBLICOF,0.6908474576271186
HUNGARY,VENEZUELABOLIVARIANREPUBLICOF,0.47796610169491527
CAMBODIA,VENEZUELABOLIVARIANREPUBLICOF,0.8610169491525423
MALAWI,VENEZUELABOLIVARIANREPUBLICOF,0.6888135593220339
NAURU,VENEZUELABOLIVARIANREPUBLICOF,0.2854237288135593
NICARAGUA,VENEZUELABOLIVARIANREPUBLICOF,0.9044067796610169
BRUNEIDARUSSALAM,VENEZUELABOLIVARIANREPUBLICOF,0.871864406779661
POLAND,VENEZUELABOLIVARIANREPUBLICOF,0.48610169491525423
THAILAND,VENEZUELABOLIVARIANREPUBLICOF,0.8372881355932204
MALDIVES,VENEZUELABOLIVARIANREPUBLICOF,0.8603389830508474
SIERRALEONE,VENEZUELABOLIVARIANREPUBLICOF,0.6759322033898305
