assembly_session,vote_id,resolution,amendment,vote_date,significant_vote,yes_votes,no_votes,abstain,colonization,human_rights,israel_palestine,disarmament,nuclear_weapons,economic_development
22,9051,ESS/5/100,0,7/2/1967,0,57,43,20,1,0,1,0,0,0
22,9052,ESS/5/101,0,7/2/1967,0,116,0,2,0,0,1,0,0,0
22,9053,ESS/5/102,0,7/2/1967,0,99,0,20,0,0,1,0,0,0
22,9054,ESS/5/41,0,7/5/1967,0,99,0,18,0,0,1,0,0,0
22,9055,ESS/5/97,0,7/5/1967,0,62,27,27,0,0,0,0,0,0
22,9056,ESS/5/100,0,7/5/1967,0,63,26,27,0,0,1,0,0,0
23,1016,,0,9/6/1968,0,19,63,29,0,0,0,0,0,0
23,1017,R/23/2383,0,11/3/1968,0,86,9,19,1,0,0,0,0,0
23,1018,R/23/2389A,0,11/1/1968,0,73,47,5,0,0,0,0,0,0
23,1019,R/23/2389B,0,11/1/1968,0,44,58,23,0,0,0,0,0,0
23,1020,R/23/2389C,0,11/1/1968,0,63,32,29,0,0,0,0,0,0
23,1021,R/23/2389D,0,11/1/1968,0,30,67,27,0,0,0,0,0,0
23,1022,R/23/2393,0,11/1/1968,0,58,7,36,0,1,0,0,0,0
23,1023,R/23/2395,0,11/4/1968,0,85,3,15,1,0,0,0,0,0
23,1024,,1,12/6/1968,0,47,52,23,0,0,0,0,0,0
23,1025,,1,12/6/1968,0,56,48,13,0,0,0,0,0,0
23,1026,,1,12/6/1968,0,12,66,34,0,0,0,0,0,0
23,1027,,1,12/6/1968,0,11,71,31,0,0,0,0,0,0
23,1028,,1,12/6/1968,0,11,73,29,0,0,0,0,0,0
23,1029,,0,12/6/1968,0,73,14,21,0,0,0,0,0,0
23,1030,,1,12/6/1968,0,55,33,28,0,0,0,0,0,0
23,1031,R/23/2403,0,12/2/1968,0,96,2,16,0,0,0,0,0,0
23,1032,R/23/2424,0,12/4/1968,0,66,18,26,0,0,0,0,0,0
23,1033,R/23/2425A,0,12/4/1968,0,87,4,16,1,0,0,0,0,0
23,1034,R/23/2425B,0,12/4/1968,0,87,2,19,1,0,0,0,0,0
23,1035,R/23/2425C,0,12/4/1968,0,58,4,48,1,0,0,0,0,0
23,1036,R/23/2425D,0,12/4/1968,0,58,10,42,1,0,0,0,0,0
23,1037,R/23/2425E,0,12/4/1968,0,36,31,43,1,0,0,0,0,0
23,1038,R/23/2425F,0,12/4/1968,0,82,7,25,1,0,0,0,0,0
23,1039,R/23/2427A,0,12/4/1968,0,72,19,24,0,0,0,0,0,0
23,1040,R/23/2427B,0,12/4/1968,0,61,37,17,1,0,0,0,0,0
23,1041,R/23/2428,0,12/4/1968,0,114,0,3,0,0,0,0,0,0
23,1042,R/23/2430A,0,12/4/1968,0,68,16,29,1,0,0,0,0,0
23,1043,R/23/2430B,0,12/4/1968,0,89,2,22,1,0,0,0,0,0
23,1044,R/23/2431,0,12/4/1968,0,115,2,1,0,0,0,0,0,0
23,1045,R/23/2429,0,12/4/1968,0,67,18,34,1,0,0,0,0,0
23,1046,R/23/2456A,0,12/6/1968,0,103,7,5,0,0,0,1,1,0
23,1047,R/23/2456B,0,12/6/1968,0,98,0,16,0,0,0,1,1,0
23,1048,,0,12/6/1968,0,75,9,30,0,0,0,0,1,0
23,1049,,0,12/6/1968,0,108,0,7,0,0,0,1,1,0
23,1050,R/23/2466A,0,12/6/1968,0,73,15,28,0,0,0,0,0,0
23,1051,R/23/2466B,0,12/6/1968,0,71,25,20,0,0,0,0,0,0
23,1052,,1,12/6/1968,0,29,9,73,1,0,0,0,0,0
23,1053,,1,12/6/1968,0,41,4,66,1,0,0,0,0,0
23,1054,,0,12/7/1968,0,112,0,7,0,0,0,0,0,0
23,1055,,0,12/7/1968,0,85,9,25,0,0,0,0,0,0
23,1056,,0,12/7/1968,0,110,10,0,0,0,0,0,0,0
23,1057,,1,12/7/1968,0,86,9,24,0,0,0,0,0,0
23,1058,,0,12/7/1968,0,52,29,38,0,0,0,0,0,0
23,1059,,0,12/7/1968,0,34,51,33,0,0,0,0,0,0
23,1060,,0,12/7/1968,0,36,53,33,0,0,0,0,0,0
23,1061,,1,12/7/1968,0,86,6,26,0,0,0,0,0,0
23,1062,,1,12/7/1968,0,93,6,22,0,0,0,0,0,0
23,1063,,0,12/7/1968,0,69,23,29,0,0,0,0,0,0
23,1064,,1,12/7/1968,0,81,17,24,0,0,0,0,0,0
23,1065,,0,12/7/1968,0,118,0,2,0,0,0,0,0,0
23,9018,SS/5,0,5/7/1967,0,85,2,30,1,0,0,0,0,0
24,1066,,0,9/1/1969,0,77,26,15,0,0,0,0,0,0
24,1067,R/24/2498,0,10/2/1969,0,95,2,6,0,0,0,0,0,0
24,1068,R/24/2500A,0,11/2/1969,0,71,48,4,0,0,0,0,0,0
24,1069,R/24/2500B,0,11/2/1969,0,48,56,21,0,0,0,0,0,0
24,1070,R/24/2504A,0,11/3/1969,0,30,42,42,1,0,0,0,0,0
24,1071,R/24/2504B,1,11/3/1969,0,15,60,39,1,0,0,0,0,0
24,1072,R/24/2504C,0,11/3/1969,0,84,0,30,1,0,0,0,0,0
24,1073,R/24/2506,0,11/4/1969,0,113,2,2,1,0,0,0,0,0
24,1074,R/24/2507,0,11/5/1969,0,97,2,18,1,0,0,0,0,0
24,1075,R/24/2508,0,11/5/1969,0,83,7,20,1,0,0,0,0,0
24,1076,R/24/2511,0,11/5/1969,0,77,7,18,0,0,0,0,0,1
24,1077,R/24/2516,0,11/2/1969,0,70,26,21,0,0,0,0,0,0
24,1078,R/24/2517,0,12/3/1969,0,92,2,19,0,0,0,0,0,0
24,1079,R/24/2521,0,12/6/1969,0,90,2,1,1,0,0,0,0,0
24,1080,R/24/2535A,0,12/5/1969,0,50,46,21,1,0,1,0,0,0
24,1081,R/24/2535B,0,12/5/1969,0,48,22,47,1,0,1,0,0,0
24,1082,R/24/2535C,0,12/5/1969,0,108,0,3,0,1,1,0,0,0
24,1083,R/24/2546,0,12/6/1969,0,52,13,49,1,1,1,0,0,0
24,1084,R/24/2547,0,12/6/1969,0,67,16,26,1,0,0,0,0,0
24,1085,R/24/2545,0,12/6/1969,0,35,48,27,0,1,0,0,0,0
24,1086,R/24/2559,0,12/7/1969,0,64,17,24,1,0,0,0,0,0
24,1087,R/24/2558,0,12/7/1969,0,62,18,19,1,0,0,0,0,0
24,1088,,0,12/7/1969,0,66,14,19,1,0,0,0,0,0
24,1089,,0,12/7/1969,0,83,3,19,1,0,0,0,0,0
24,1090,,0,12/7/1969,0,80,2,18,1,0,0,0,0,0
24,1091,,0,12/7/1969,0,76,5,21,0,0,0,0,0,0
24,1092,R/24/2580,0,12/3/1969,0,62,28,28,0,0,0,0,0,0
24,1093,,1,12/3/1969,0,61,8,35,0,0,0,0,0,1
24,1094,,0,12/3/1969,0,110,0,4,0,1,0,0,0,0
24,1095,,0,12/3/1969,0,82,1,29,1,0,0,0,0,0
24,1096,R/24/2587,0,12/3/1969,0,48,30,31,0,1,0,0,0,0
24,1097,R/24/2594,0,12/4/1969,0,43,44,27,0,1,0,0,0,0
24,1098,R/24/2595,0,12/4/1969,0,73,23,20,0,1,0,0,0,0
24,1099,R/24/2591,0,12/4/1969,0,110,0,5,1,0,0,0,0,0
24,1100,R/24/2592,0,12/4/1969,0,88,1,26,1,0,0,0,0,0
24,1101,R/24/2593,0,12/4/1969,0,90,0,22,1,0,0,0,0,0
24,1102,R/24/2590,0,12/4/1969,0,112,0,3,1,0,0,0,0,0
24,1103,,0,12/4/1969,0,104,0,13,0,0,0,1,0,0
24,1104,R/24/2603,0,12/4/1969,0,80,3,36,0,0,0,1,0,0
24,1105,,0,12/4/1969,0,110,0,10,0,0,0,0,1,0
24,1106,,0,12/4/1969,0,80,1,37,0,0,0,0,1,0
24,1107,,0,12/5/1969,0,35,42,42,0,0,0,0,0,0
24,1108,,0,12/5/1969,0,74,9,34,0,0,0,0,0,0
24,1109,,0,12/5/1969,0,91,13,16,0,0,0,0,0,0
25,1110,R/25/2668A,0,9/1/1970,0,72,24,15,0,0,0,0,0,0
25,1111,R/25/2668B,0,9/1/1970,0,71,24,16,0,0,0,0,0,0
25,1112,R/25/2621,0,10/6/1970,0,86,5,15,1,0,0,0,0,0
25,1113,R/25/2624A,0,10/7/1970,0,99,2,8,0,0,0,1,0,0
25,1114,R/25/2624B,0,10/7/1970,0,98,2,9,0,1,0,1,0,0
25,1115,,0,10/7/1970,0,13,58,14,1,0,0,0,0,0
25,1116,R/25/2628A,0,11/4/1970,0,57,16,39,0,0,1,0,0,0
25,1117,R/25/2628B,0,11/4/1970,0,45,49,27,0,0,1,0,0,0
25,1118,R/25/2636,1,11/6/1970,0,60,42,12,0,0,0,0,0,0
25,1119,R/25/2642A,0,11/6/1970,0,66,52,7,0,0,0,0,0,0
25,1120,R/25/2642B,0,11/6/1970,0,51,49,25,0,0,0,0,0,0
25,1121,R/25/2647,0,11/2/1970,0,49,33,10,0,1,0,0,0,0
25,1122,R/25/2649,0,11/2/1970,0,48,27,35,1,0,1,0,0,0
25,1123,R/25/2652,0,12/7/1970,0,79,10,14,1,0,0,0,0,0
25,1124,R/25/2659,0,12/4/1970,0,58,10,28,0,1,0,0,0,1
25,1125,R/25/2660,0,12/4/1970,0,104,2,2,0,0,0,1,1,0
25,1126,R/25/2663,0,12/4/1970,0,102,0,14,0,0,0,1,1,0
25,1127,R/25/2664,0,12/4/1970,0,106,0,10,0,0,0,1,0,0
25,1128,R/25/2666,0,12/4/1970,0,104,0,12,0,0,0,1,1,0
25,1129,R/25/2668C,0,12/4/1970,0,67,28,22,0,0,0,0,0,0
25,1130,R/25/2669,0,12/5/1970,0,89,1,7,0,0,0,0,0,0
25,1131,R/25/2671A,0,12/5/1970,0,50,31,38,0,1,0,0,0,0
25,1132,R/25/2671B,0,12/5/1970,0,49,43,28,0,1,0,0,0,0
25,1133,R/25/2671C,0,12/5/1970,0,47,23,49,0,1,1,0,0,0
25,1134,R/25/2672,0,12/5/1970,0,93,5,17,0,0,1,0,0,0
25,1135,R/25/2671D,0,12/5/1970,0,107,2,6,0,1,0,0,0,0
25,1136,R/25/2671E,0,12/5/1970,0,100,2,9,0,1,0,0,0,0
25,1137,R/25/2671F,0,12/5/1970,0,91,6,16,0,1,0,0,0,0
25,1138,R/25/2677A,0,12/6/1970,0,72,11,31,0,1,0,0,0,0
25,1139,R/25/2677B,0,12/6/1970,0,76,11,27,0,1,0,0,0,0
25,1140,R/25/2677C,0,12/6/1970,0,68,12,35,0,1,0,0,0,0
25,1141,R/25/2677D,0,12/6/1970,0,64,12,38,,,,,,
25,1142,R/25/2677E,0,12/6/1970,0,79,9,27,0,1,0,0,0,0
25,1143,R/25/2673,0,12/6/1970,0,85,0,32,0,1,0,0,0,0
25,1144,,0,12/6/1970,0,77,2,36,0,0,0,0,0,0
25,1145,,0,12/6/1970,0,67,30,20,0,0,0,0,0,0
25,1146,R/25/2678B,0,12/6/1970,0,95,5,14,0,0,0,0,0,0
25,1147,R/25/2679,0,12/6/1970,0,104,2,8,0,0,0,0,0,0
25,1148,R/25/2692,1,12/1/1970,0,65,23,18,0,0,0,0,0,1
25,1149,,0,12/1/1970,0,92,0,11,0,0,0,0,0,0
25,1150,,0,12/1/1970,0,82,13,10,0,0,0,0,0,0
25,1151,R/25/2703,0,12/4/1970,0,85,11,12,1,0,0,0,0,0
25,1152,R/25/2707,0,12/4/1970,0,94,6,16,1,0,0,0,0,0
25,1153,R/25/2701A,0,12/4/1970,0,27,50,29,1,0,0,0,0,0
25,1154,R/25/2701B,0,12/4/1970,0,86,2,18,1,0,0,0,0,0
25,1155,R/25/2704,0,12/4/1970,0,83,4,21,1,0,0,0,0,0
25,1156,R/25/2700,0,12/4/1970,0,98,0,5,1,0,0,0,0,0
25,1157,R/25/2702,0,12/4/1970,0,70,17,22,1,0,0,0,0,0
25,1158,R/25/2706,0,12/4/1970,0,111,2,0,0,0,0,0,0,0
25,1159,,0,12/4/1970,0,80,1,11,0,1,0,0,0,0
25,1160,R/25/2711,0,12/4/1970,0,103,0,11,1,0,0,0,0,0
25,1161,R/25/2708A,1,12/4/1970,0,65,2,39,1,0,0,0,0,0
25,1162,R/25/2708B,0,12/4/1970,0,93,5,22,1,0,0,0,0,0
25,1163,R/25/2708C,0,12/4/1970,0,82,15,18,1,0,0,0,0,0
25,1164,R/25/2709,0,12/4/1970,0,94,1,20,1,0,0,0,0,0
25,1165,R/25/2710,0,12/4/1970,0,107,0,6,1,0,0,0,0,0
25,1166,R/25/2713A,0,12/5/1970,0,41,47,27,0,1,0,0,0,0
25,1167,R/25/2713B,1,12/5/1970,0,55,35,24,0,1,0,0,0,0
25,1168,R/25/2713C,1,12/5/1970,0,51,35,29,0,1,0,0,0,0
25,1169,R/25/2713D,1,12/5/1970,0,38,48,30,0,1,0,0,0,0
25,1170,R/25/2714A,0,12/5/1970,0,79,1,34,0,1,0,0,0,0
25,1171,R/25/2727,0,12/5/1970,0,52,20,43,1,1,1,0,0,0
25,1172,R/25/2725A,0,12/5/1970,0,83,13,20,0,0,0,0,0,1
25,1173,R/25/2725B,0,12/5/1970,0,102,0,13,0,0,0,0,0,1
25,1174,R/25/2725C,0,12/5/1970,0,106,0,10,0,0,0,0,0,1
25,1175,R/25/2749A,1,12/7/1970,0,102,1,17,0,0,0,0,0,0
25,1176,R/25/2749B,0,12/7/1970,0,108,7,6,0,0,0,0,0,0
26,1177,R/26/2752,0,9/6/1971,0,119,0,0,0,0,0,0,0,0
26,1178,R/26/2753,0,9/6/1971,0,126,1,0,0,0,0,0,0,0
26,1179,,0,9/2/1971,0,65,47,15,0,0,0,0,0,0
26,1180,,0,9/2/1971,0,57,26,38,1,0,0,0,0,0
26,1181,,0,9/3/1971,0,68,28,22,1,0,0,0,0,0
26,1182,R/26/2754A,0,10/3/1971,0,115,2,1,0,0,0,0,0,0
26,1183,R/26/2754B,0,10/3/1971,0,117,1,2,0,0,0,0,0,0
26,1184,R/26/2758A,0,10/7/1971,0,53,56,19,0,0,0,0,0,0
26,1185,R/26/2758B,0,10/7/1971,0,61,53,15,0,0,0,0,0,0
26,1186,R/26/2758C,0,10/7/1971,0,55,59,15,0,0,0,0,0,0
26,1187,R/26/2758D,1,10/7/1971,0,2,60,66,0,0,0,0,0,0
26,1188,R/26/2758E,1,10/7/1971,0,2,62,64,0,0,0,0,0,0
26,1189,R/26/2758F,0,10/7/1971,0,51,61,16,0,0,0,0,0,0
26,1190,R/26/2758G,0,10/7/1971,0,76,35,17,0,0,0,0,0,0
26,1191,R/26/2762,0,11/3/1971,0,44,3,42,0,0,0,0,0,0
26,1192,R/26/2764,0,11/4/1971,0,109,2,0,0,1,0,0,0,0
26,1193,R/26/2765A,0,11/4/1971,0,106,2,13,1,0,0,0,0,0
26,1194,R/26/2765B,0,11/3/1971,0,102,3,9,1,0,0,0,0,0
26,1195,R/26/2771,0,11/3/1971,0,95,0,3,0,0,0,0,0,0
26,1196,R/26/2770,0,11/3/1971,0,91,0,0,0,1,0,0,0,0
26,1197,R/26/2776,0,11/3/1971,0,93,0,4,0,0,0,0,0,0
26,1198,R/26/2775A,0,11/3/1971,0,112,1,3,0,1,0,0,0,0
26,1199,R/26/2775B,0,11/3/1971,0,108,1,5,0,1,0,0,0,0
26,1200,R/26/2775C,0,11/3/1971,0,106,2,7,0,1,0,0,0,0
26,1201,R/26/2775D,0,11/3/1971,0,110,2,2,0,1,0,0,0,0
26,1202,R/26/2775E,0,11/3/1971,0,86,6,22,0,1,0,0,0,0
26,1203,R/26/2775F,0,11/3/1971,0,108,2,6,0,1,0,0,0,0
26,1204,R/26/2775G,0,11/3/1971,0,104,1,9,0,1,0,0,0,0
26,1205,R/26/2775H,0,11/3/1971,0,107,2,5,0,1,0,1,0,0
26,1206,R/26/2774,0,11/3/1971,0,110,1,1,0,0,0,0,0,0
26,1207,R/26/2792A,0,12/5/1971,0,79,4,35,1,0,1,0,0,0
26,1208,R/26/2792B,0,12/5/1971,0,53,23,43,0,0,1,0,0,0
26,1209,R/26/2792C,0,12/5/1971,0,88,3,28,0,0,1,0,0,0
26,1210,R/26/2784A,0,12/5/1971,0,97,3,14,0,1,0,0,0,0
26,1211,R/26/2784B,0,12/5/1971,0,111,0,0,0,1,0,0,0,0
26,1212,R/26/2784C,0,12/5/1971,0,102,1,11,1,1,0,0,0,0
26,1213,R/26/2784D,0,12/5/1971,0,94,1,17,0,1,0,0,0,0
26,1214,R/26/2784E,0,12/5/1971,0,82,6,24,0,1,0,0,0,0
26,1215,R/26/2784F,0,12/5/1971,0,102,1,12,0,0,0,1,0,0
26,1216,R/26/2783A,0,12/5/1971,0,85,3,22,0,1,0,0,0,0
26,1217,R/26/2783B,0,12/5/1971,0,92,6,16,1,1,0,0,0,0
26,1218,R/26/2783C,0,12/5/1971,0,102,1,11,0,1,0,0,0,0
26,1219,R/26/2783D,0,12/5/1971,0,92,6,15,0,1,0,0,0,0
26,1220,R/26/2783E,0,12/5/1971,0,96,3,16,0,1,0,0,0,0
26,1221,R/26/2786A,0,12/5/1971,0,93,5,15,1,1,0,0,0,0
26,1222,R/26/2786B,0,12/5/1971,0,86,5,23,0,1,0,0,0,0
26,1223,R/26/2786C,0,12/5/1971,0,87,2,23,0,1,0,0,0,0
26,1224,R/26/2787A,0,12/5/1971,0,50,23,43,1,0,1,0,0,0
26,1225,R/26/2787B,0,12/5/1971,0,50,24,44,1,0,1,0,0,0
26,1226,R/26/2787C,0,12/5/1971,0,76,10,33,1,0,0,0,0,0
26,1227,R/26/2790,0,12/6/1971,0,104,11,10,0,0,0,0,0,0
26,1228,R/26/2794,0,12/1/1971,0,93,1,0,0,0,0,0,0,0
26,1229,R/26/2795,0,12/2/1971,0,105,8,5,1,0,0,0,0,0
26,1230,R/26/2796,0,12/2/1971,0,91,9,12,1,0,0,0,0,0
26,1231,R/26/2799A,1,12/5/1971,0,16,65,42,0,0,1,0,0,0
26,1232,R/26/2799B,1,12/5/1971,0,14,63,47,0,0,1,0,0,0
26,1233,R/26/2799C,1,12/5/1971,0,17,63,45,0,0,1,0,0,0
26,1234,R/26/2799D,1,12/5/1971,0,15,63,45,0,0,1,0,0,0
26,1235,R/26/2799E,1,12/5/1971,0,16,65,40,,,,,,
26,1236,R/26/2799F,1,12/5/1971,0,21,63,38,0,0,1,0,0,0
26,1237,R/26/2799G,1,12/5/1971,0,16,63,44,0,0,1,0,0,0
26,1238,R/26/2799H,0,12/5/1971,0,9,69,44,0,0,1,0,0,0
26,1239,R/26/2799I,0,12/5/1971,0,79,7,36,0,0,1,0,0,0
26,1240,R/26/2799J,0,12/5/1971,0,18,56,47,0,0,1,0,0,0
26,1241,R/26/2813A,1,12/6/1971,0,27,33,47,0,0,0,0,0,1
26,1242,R/26/2813B,1,12/6/1971,0,91,7,15,0,0,0,0,0,1
26,1243,R/26/2813C,0,12/6/1971,0,87,15,9,0,0,0,0,1,1
26,1244,R/26/2813D,0,12/6/1971,0,86,2,25,0,0,0,0,0,1
26,1245,R/26/2814,0,12/6/1971,0,100,0,8,0,0,0,0,0,1
26,1246,R/26/2816A,0,12/6/1971,0,77,7,4,0,0,0,0,0,1
26,1247,R/26/2816B,0,12/6/1971,0,78,8,2,0,0,0,0,0,1
26,1248,R/26/2816C,0,12/6/1971,0,81,9,1,0,0,0,0,0,1
26,1249,R/26/2816D,0,12/6/1971,0,86,0,10,0,0,0,0,0,1
26,1250,R/26/2825A,0,12/1/1971,0,105,0,4,0,0,0,1,0,0
26,1251,R/26/2825B,0,12/1/1971,0,110,0,0,0,0,0,1,0,0
26,1252,R/26/2832A,0,12/1/1971,0,60,0,55,0,0,0,0,0,0
26,1253,R/26/2832B,0,12/1/1971,0,52,0,63,0,0,0,0,0,0
26,1254,R/26/2832C,0,12/1/1971,0,62,0,54,0,0,0,0,0,0
26,1255,R/26/2828A,0,12/1/1971,0,74,2,36,0,0,0,1,1,0
26,1256,R/26/2828B,0,12/1/1971,0,71,2,38,0,0,0,1,1,0
26,1257,R/26/2828C,0,12/1/1971,0,49,5,62,0,0,0,1,1,0
26,1258,R/26/2828D,0,12/1/1971,0,55,5,57,0,0,0,1,1,0
26,1259,R/26/2828E,0,12/1/1971,0,91,2,21,0,0,0,1,1,0
26,1260,R/26/2827A,0,12/1/1971,0,110,0,1,0,0,0,1,0,0
26,1261,R/26/2827B,0,12/1/1971,0,110,0,1,0,0,0,1,0,0
26,1262,R/26/2827C,0,12/1/1971,0,101,0,10,0,0,0,1,0,0
26,1263,R/26/2841A,1,12/3/1971,0,52,40,25,0,0,0,0,0,0
26,1264,R/26/2841B,0,12/3/1971,0,78,11,25,0,0,0,0,0,0
26,1265,R/26/2862A,1,12/5/1971,0,60,36,22,0,0,0,0,0,0
26,1266,R/26/2862B,1,12/5/1971,0,103,1,16,,,,,,
26,1267,R/26/2851,0,12/5/1971,0,53,20,46,1,1,1,0,0,0
26,1268,R/26/2850A,0,12/5/1971,0,85,2,34,0,0,0,0,0,0
26,1269,R/26/2850B,1,12/5/1971,0,43,57,20,0,0,0,0,0,0
26,1270,R/26/2850C,1,12/5/1971,0,17,70,29,0,0,0,0,0,0
26,1271,R/26/2850D,0,12/5/1971,0,104,9,7,0,0,0,0,0,0
26,1272,R/26/2847,1,12/5/1971,0,105,2,15,0,0,0,0,0,1
26,1273,R/26/2857,0,12/5/1971,0,59,1,54,0,0,0,0,0,0
26,1274,R/26/2868,0,12/5/1971,0,117,0,1,0,0,0,0,0,0
26,1275,R/26/2873A,0,12/5/1971,0,98,1,19,1,0,0,0,0,0
26,1276,R/26/2874,0,12/5/1971,0,96,5,18,1,0,0,0,0,0
26,1277,R/26/2879,0,12/5/1971,0,110,2,8,1,0,0,0,0,0
26,1278,R/26/2873B,0,12/5/1971,0,93,4,27,1,0,0,0,0,0
26,1279,R/26/2878,0,12/5/1971,0,103,8,13,1,0,0,0,0,0
26,1280,R/26/2871,0,12/5/1971,0,111,2,10,0,0,0,0,0,0
26,1281,R/26/2872,0,12/5/1971,0,113,2,7,0,0,0,0,0,0
26,1282,R/26/2877,0,12/5/1971,0,94,8,22,1,0,0,0,0,0
26,1283,R/26/2875,0,12/5/1971,0,121,2,0,0,0,0,0,0,0
26,1284,R/26/2865,0,12/5/1971,0,119,0,1,0,0,0,0,0,0
26,1285,R/26/2867,0,12/5/1971,0,110,0,7,1,0,0,0,0,0
26,1286,R/26/2880,0,12/6/1971,0,96,1,16,0,0,0,0,0,0
26,1287,R/26/2881A,1,12/6/1971,0,55,7,58,0,0,0,0,0,0
26,1288,R/26/2881B,0,12/6/1971,0,123,0,0,0,0,0,0,0,0
26,1289,R/26/2889,0,12/7/1971,0,107,11,2,0,0,0,0,0,0
26,1290,R/26/2890,0,12/7/1971,0,107,9,1,0,0,0,0,0,0
26,1291,R/26/2891,0,12/7/1971,0,110,0,10,0,0,0,0,0,0
26,1292,R/26/2892,0,12/7/1971,0,112,0,9,0,0,0,0,0,0
26,1293,R/26/2893,0,12/7/1971,0,120,0,2,0,0,0,0,0,0
26,1294,R/26/2894,0,12/7/1971,0,112,0,9,0,0,0,0,0,0
26,1295,R/26/2895,0,12/7/1971,0,93,16,10,0,0,0,0,0,0
26,1296,R/26/2896,0,12/7/1971,0,75,17,26,0,0,0,0,0,0
26,1297,R/26/2897,0,12/7/1971,0,96,1,23,0,0,0,0,0,0
26,1298,R/26/2899A,0,12/7/1971,0,106,9,7,0,0,0,0,0,0
26,1299,R/26/2899B,0,12/7/1971,0,122,0,0,0,0,0,0,0,0
26,1300,R/26/2899C,0,12/7/1971,0,110,0,13,0,0,0,0,0,0
26,1301,R/26/2900,0,12/7/1971,0,112,10,2,0,0,0,0,0,0
26,1302,R/26/2901,0,12/7/1971,0,111,0,12,0,0,0,0,0,0
27,1303,R/27/2930,0,11/7/1972,0,105,0,1,0,0,0,1,0,0
27,1304,R/27/2932A,0,11/7/1972,0,87,0,27,0,0,0,1,1,0
27,1305,R/27/2935A,0,11/7/1972,0,57,1,59,0,0,0,1,1,0
27,1306,R/27/2935B,0,11/7/1972,0,101,0,17,0,0,0,1,1,0
27,1307,R/27/2936,0,11/7/1972,0,73,4,46,0,0,0,1,1,0
27,1308,R/27/2992,0,12/4/1972,0,95,0,33,0,0,0,0,0,0
27,1309,R/27/2932B,0,11/7/1972,0,99,0,15,0,0,0,1,0,0
27,1310,R/27/2933,0,11/7/1972,0,113,0,2,0,0,0,1,0,0
27,1311,R/27/2931,0,11/7/1972,0,100,0,10,0,0,0,0,1,0
27,1312,R/27/2934A,0,11/7/1972,0,105,4,9,0,0,0,1,1,0
27,1313,R/27/2934B,0,11/7/1972,0,89,4,23,0,0,0,1,1,0
27,1314,R/27/2934C,0,11/7/1972,0,80,4,29,0,0,0,1,1,0
27,1315,,0,9/5/1972,0,70,35,21,0,0,0,0,0,0
27,1316,R/27/2948A,1,12/4/1972,0,65,40,21,,,,,,
27,1317,R/27/2948B,1,12/4/1972,0,111,1,8,0,0,0,0,0,0
27,1318,R/27/2949A,0,12/4/1972,0,25,64,34,0,0,1,0,0,0
27,1319,R/27/2949B,0,12/4/1972,0,86,7,31,0,0,1,0,0,0
27,1320,R/27/3005B,0,12/4/1972,0,63,10,49,1,1,1,0,0,0
27,1321,R/27/2964A,0,12/2/1972,0,95,6,24,0,0,1,0,0,0
27,1322,R/27/2964B,0,12/2/1972,0,93,5,26,0,0,1,0,0,0
27,1323,R/27/2964C,0,12/2/1972,0,67,21,37,0,0,1,0,0,0
27,1324,R/27/2932C,0,11/7/1972,0,102,1,7,0,0,0,0,0,0
27,1325,R/27/2991,0,12/4/1972,0,123,0,8,0,0,0,0,0,0
27,1326,R/27/2993,0,12/4/1972,0,113,2,11,0,0,0,1,0,0
27,1327,R/27/3029A,0,12/7/1972,0,69,15,41,0,0,0,0,0,0
27,1328,R/27/3029B,0,12/7/1972,0,100,0,28,0,0,0,0,0,0
27,1329,R/27/3016A,0,12/7/1972,0,45,50,28,,,,,,
27,1330,R/27/3016B,0,12/7/1972,0,74,26,25,0,0,0,0,0,1
27,1331,R/27/3016C,0,12/7/1972,0,98,3,21,0,0,0,0,0,1
27,1332,R/27/3016D,0,12/7/1972,0,95,3,22,0,0,0,0,0,1
27,1333,R/27/3016E,0,12/7/1972,0,103,0,21,0,0,0,0,0,1
27,1334,R/27/3019,1,12/7/1972,0,106,0,20,0,0,0,0,0,0
27,1335,R/27/3035A,0,12/1/1972,0,89,25,8,0,0,0,0,0,0
27,1336,R/27/3035B,0,12/1/1972,0,91,25,8,0,0,0,0,0,0
27,1337,R/27/3035C,0,12/1/1972,0,96,0,28,0,0,0,0,0,0
27,1338,R/27/3040A,1,12/1/1972,0,39,22,56,0,0,0,0,0,1
27,1339,R/27/3040B,1,12/1/1972,0,26,2,87,0,0,0,0,0,1
27,1340,R/27/3040C,1,12/1/1972,0,23,56,40,0,0,0,0,0,1
27,1341,R/27/3040D,1,12/1/1972,0,99,20,7,0,0,0,0,0,1
27,1342,R/27/3041A,0,12/1/1972,0,104,6,13,0,0,0,0,0,0
27,1343,R/27/3041B,0,12/1/1972,0,102,0,24,0,0,0,0,0,0
27,1344,R/27/3041C,0,12/1/1972,0,121,0,5,0,0,0,0,0,0
27,1345,R/27/3018A,1,12/7/1972,0,56,26,37,0,0,0,0,0,1
27,1346,R/27/3018B,1,12/7/1972,0,112,1,9,0,0,0,0,0,1
27,1347,R/27/3017,0,12/7/1972,0,111,0,13,0,0,0,0,0,0
27,1348,R/27/3036,0,12/1/1972,0,124,0,0,0,0,0,0,0,1
27,1349,R/27/3037,0,12/1/1972,0,124,0,0,0,1,0,0,0,0
27,1350,R/27/3038,0,12/1/1972,0,124,0,1,0,0,0,0,0,0
