countryA,countryB,similarity
REPUBLIC OF KOREA,SENEGAL,0.5918874172185431
REPUBLIC OF MOLDOVA,SENEGAL,0.5710319296621934
SAN MARINO,SENEGAL,0.5683176771989752
SENEGAL,YEMEN,0.845061975209916
ITALY,SENEGAL,0.5176077119811135
BURUNDI,SENEGAL,0.7920291321060084
HUNGARY,SENEGAL,0.6326246771309358
CAMBODIA,SENEGAL,0.7447470817120623
MALAWI,SENEGAL,0.6500917057265131
NAURU,SENEGAL,0.3400325909831613
NICARAGUA,SENEGAL,0.7792882846861255
BRUNEI DARUSSALAM,SENEGAL,0.9164436515016354
POLAND,SENEGAL,0.6421431427429029
SENEGAL,THAILAND,0.8916433426629349
MALDIVES,SENEGAL,0.8453095879063989
SENEGAL,SIERRA LEONE,0.8201207243460764
SENEGAL,TURKEY,0.7057177129148341
CABO VERDE,SENEGAL,0.8734177215189873
PAPUA NEW GUINEA,SENEGAL,0.7461677186654644
MARSHALL ISLANDS,SENEGAL,0.40066225165562913
AZERBAIJAN,SENEGAL,0.8159692570452605
MADAGASCAR,SENEGAL,0.8022790883646541
CAMEROON,SENEGAL,0.7606369743717343
SAUDI ARABIA,SENEGAL,0.8636545381847262
IRAN (ISLAMIC REPUBLIC OF),SENEGAL,0.8218546637744034
NEPAL,SENEGAL,0.8820969337289812
SAMOA,SENEGAL,0.7028280018544274
IRAQ,SENEGAL,0.7369052379048381
LIBYA,SENEGAL,0.8519437551695617
BAHRAIN,SENEGAL,0.9090139652983495
GUINEA,SENEGAL,0.8416633346661335
EQUATORIAL GUINEA,SENEGAL,0.4793696869168567
KYRGYZSTAN,SENEGAL,0.6912894961571306
ERITREA,SENEGAL,0.8062665489849956
KUWAIT,SENEGAL,0.8926977687626775
ARMENIA,SENEGAL,0.677198975234842
MAURITANIA,SENEGAL,0.857487922705314
SENEGAL,SINGAPORE,0.863867943753821
CENTRAL AFRICAN REPUBLIC,SENEGAL,0.6401586307660196
PERU,SENEGAL,0.8574570171931227
LIECHTENSTEIN,SENEGAL,0.5951239008792966
NETHERLANDS,SENEGAL,0.5195921631347461
SENEGAL,SERBIA,0.6121530382595649
HAITI,SENEGAL,0.7159136345461815
IRELAND,SENEGAL,0.608156737305078
KAZAKHSTAN,SENEGAL,0.79766860949209
DJIBOUTI,SENEGAL,0.8827795975666822
DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,SENEGAL,0.722682119205298
BOSNIA AND HERZEGOVINA,SENEGAL,0.5153714773697694
PAKISTAN,SENEGAL,0.8597258096562687
SENEGAL,SWEDEN,0.6197155274595022
SENEGAL,SOMALIA,0.6452709458108379
SENEGAL,SLOVAKIA,0.5632995147772386
AUSTRALIA,SENEGAL,0.5285885645741704
KIRIBATI,SENEGAL,0.3020097772949484
QATAR,SENEGAL,0.8975661375661376
LITHUANIA,SENEGAL,0.5492549668874173
ICELAND,SENEGAL,0.5737704918032787
LUXEMBOURG,SENEGAL,0.5023990403838464
ETHIOPIA,SENEGAL,0.8637522054499118
COMOROS,SENEGAL,0.6519187358916478
SENEGAL,SRI LANKA,0.9089931153184165
GUYANA,SENEGAL,0.8926009428161509
SENEGAL,TONGA,0.5279739272134709
SENEGAL,UZBEKISTAN,0.5730145175064048
SENEGAL,VANUATU,0.625
LESOTHO,SENEGAL,0.7806927649108424
COLOMBIA,SENEGAL,0.8397219463753723
GUINEA-BISSAU,SENEGAL,0.7399242930305054
BOTSWANA,SENEGAL,0.8214798114367698
COSTA RICA,SENEGAL,0.7716913234706118
SENEGAL,TAJIKISTAN,0.6716481639624253
LIBERIA,SENEGAL,0.6527389044382247
COTE D'IVOIRE,SENEGAL,0.7908235964662297
GABON,SENEGAL,0.7814874050379849
INDIA,SENEGAL,0.8085657370517928
ECUADOR,SENEGAL,0.8582566973210716
ESWATINI,SENEGAL,0.5994962216624685
SENEGAL,SEYCHELLES,0.479147571035747
SAINT KITTS AND NEVIS,SENEGAL,0.4905929304446978
SENEGAL,SOLOMON ISLANDS,0.6227860220201054
MAURITIUS,SENEGAL,0.8331951927061749
ANDORRA,SENEGAL,0.5723742277140336
SAO TOME AND PRINCIPE,SENEGAL,0.5845356176735798
BELARUS,SENEGAL,0.7796465222348917
PALAU,SENEGAL,0.25839080459770114
GEORGIA,SENEGAL,0.5149444918872759
MYANMAR,SENEGAL,0.8129988597491448
AFGHANISTAN,SENEGAL,0.8034786085565774
CZECHIA,SENEGAL,0.5201401050788091
MEXICO,SENEGAL,0.8650539784086365
BANGLADESH,SENEGAL,0.9084836339345357
FINLAND,SENEGAL,0.6164846077457795
ISRAEL,SENEGAL,0.2652938824470212
HONDURAS,SENEGAL,0.7528988404638145
MALI,SENEGAL,0.8764494202319072
NORTH MACEDONIA,SENEGAL,0.5618374558303887
LEBANON,SENEGAL,0.836265493802479
BARBADOS,SENEGAL,0.8389413212966762
BHUTAN,SENEGAL,0.8352020308863973
MOROCCO,SENEGAL,0.8894442223110756
MALTA,SENEGAL,0.7352761361320562
SENEGAL,SURINAME,0.8512905517404689
CANADA,SENEGAL,0.4744047619047619
SENEGAL,UNITED ARAB EMIRATES,0.9057446808510639
CROATIA,SENEGAL,0.5491033304867634
KENYA,SENEGAL,0.8663003663003663
RWANDA,SENEGAL,0.6892575359093668
CONGO,SENEGAL,0.7704362558238035
GUATEMALA,SENEGAL,0.7411035585765694
ANTIGUA AND BARBUDA,SENEGAL,0.7542796944956545
LATVIA,SENEGAL,0.5397350993377483
SENEGAL,TOGO,0.8788484606157537
GRENADA,SENEGAL,0.6715653529280784
NAMIBIA,SENEGAL,0.8613109512390088
SENEGAL,SYRIAN ARAB REPUBLIC,0.8146816162470912
NORWAY,SENEGAL,0.5713714514194322
CHILE,SENEGAL,0.8172365526894622
DOMINICA,SENEGAL,0.3856796116504854
ALBANIA,SENEGAL,0.508796481407437
SENEGAL,TRINIDAD AND TOBAGO,0.8727493425045519
PANAMA,SENEGAL,0.806077568972411
MONTENEGRO,SENEGAL,0.5663915978994749
NIGERIA,SENEGAL,0.8768492602958816
GHANA,SENEGAL,0.8610555777688924
OMAN,SENEGAL,0.8922751322751322
SENEGAL,SLOVENIA,0.5653287788215201
BAHAMAS,SENEGAL,0.8147174770039421
JAMAICA,SENEGAL,0.8674893789196844
BOLIVIA (PLURINATIONAL STATE OF),SENEGAL,0.8638373121131742
SAINT LUCIA,SENEGAL,0.7824691358024691
MONGOLIA,SENEGAL,0.7935613682092555
PORTUGAL,SENEGAL,0.5357856857257097
DEMOCRATIC REPUBLIC OF THE CONGO,SENEGAL,0.5364880273660205
EL SALVADOR,SENEGAL,0.7622950819672131
GAMBIA,SENEGAL,0.6490727532097005
SENEGAL,TURKMENISTAN,0.5900939368061486
MICRONESIA (FEDERATED STATES OF),SENEGAL,0.31746688741721857
SENEGAL,TIMOR-LESTE,0.7775735294117647
BELIZE,SENEGAL,0.7329306722689075
CHAD,SENEGAL,0.7171131547381048
BURKINA FASO,SENEGAL,0.8828726132801368
LAO PEOPLE'S DEMOCRATIC REPUBLIC,SENEGAL,0.8418803418803419
SENEGAL,TUVALU,0.5217391304347826
JORDAN,SENEGAL,0.8872451019592164
PARAGUAY,SENEGAL,0.7065368567454798
SENEGAL,SERBIA AND MONTENEGRO,0.5707964601769911
BOLIVIA,SENEGAL,0.8229750382068263
SENEGAL,THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA,0.5725806451612904
CAPE VERDE,SENEGAL,0.8071859572133845
CZECH REPUBLIC,SENEGAL,0.566627358490566
SENEGAL,VENEZUELA,0.8590870428125886
SENEGAL,SWAZILAND,0.7289360740908064
LIBYAN ARAB JAMAHIRIYA,SENEGAL,0.857976086322543
SENEGAL,YUGOSLAVIA,0.7383687535898908
MOLDOVA,SENEGAL,0.6222222222222222
SENEGAL,UPPER VOLTA,0.8037508372404555
DEMOCRATIC YEMEN,SENEGAL,0.8503370786516854
IVORY COAST,SENEGAL,0.7789685197588747
SENEGAL,UKRAINIAN SSR,0.6586345381526104
LAO PEOPLE's DEMOCRATIC REPUBLIC,SENEGAL,0.7655334114888629
BYELORUSSIAN SSR,SENEGAL,0.6559571619812584
DEMOCRATIC KAMPUCHEA,SENEGAL,0.5404454865181711
SENEGAL,UNITED REPUBLIC OF CAMEROON,0.9074262461851476
GERMAN DEMOCRATIC REPUBLIC,SENEGAL,0.751453488372093
BURMA,SENEGAL,0.8092369477911646
SENEGAL,ZAIRE,0.8526748971193415
"GERMANY, FEDERAL REPUBLIC OF",SENEGAL,0.3886756238003839
SENEGAL,USSR,0.7330648114243866
CZECHOSLOVAKIA,SENEGAL,0.706764168190128
LIBYAN ARAB REPUBLIC,SENEGAL,0.8571428571428571
IRAN,SENEGAL,0.8470319634703196
KHMER REPUBLIC,SENEGAL,0.78839590443686
LAOS,SENEGAL,0.7178683385579937
CEYLON,SENEGAL,0.7203389830508474
DAHOMEY,SENEGAL,0.753448275862069
SENEGAL,UNITED ARAB REPUBLIC,0.7272727272727273
SENEGAL,SYRIA,0.691358024691358
SENEGAL,SOUTHERN YEMEN,0.5929203539823009
CONGO (BRAZZAVILLE),SENEGAL,0.6057347670250897
CONGO (LEOPOLDVILLE),SENEGAL,0.7127272727272728
CENTRAL AFRICAN EMPIRE,SENEGAL,0.7061611374407583
SENEGAL,SURINAM,0.6243654822335025
MALAYSIA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8756188118811881
MALAYSIA,UNITED KINGDOM,0.4424795588514927
MALAYSIA,RUSSIAN FEDERATION,0.678598922247883
JAPAN,MALAYSIA,0.580335731414868
ANGOLA,MALAYSIA,0.760321356839991
MALAYSIA,URUGUAY,0.8222531847133758
MALAYSIA,SPAIN,0.6146408839779005
EGYPT,MALAYSIA,0.9240216486261449
MALAYSIA,NEW ZEALAND,0.6166140489344909
MALAYSIA,UNITED STATES,0.24191707873716242
FRANCE,MALAYSIA,0.45
CHINA,MALAYSIA,0.8180608365019011
MALAYSIA,UKRAINE,0.6954607977991747
MALAYSIA,NIGER,0.8159123198701035
MALAYSIA,SAINT VINCENT AND THE GRENADINES,0.6631847133757962
ESTONIA,MALAYSIA,0.5409768211920529
MALAYSIA,SOUTH AFRICA,0.423381367972397
MALAYSIA,VIET NAM,0.8364529714553112
BELGIUM,MALAYSIA,0.48639870077141695
GERMANY,MALAYSIA,0.5467625899280576
MALAYSIA,TUNISIA,0.9312839059674503
INDONESIA,MALAYSIA,0.9436619718309859
DOMINICAN REPUBLIC,MALAYSIA,0.748731479602192
BRAZIL,MALAYSIA,0.8445730247406225
MALAYSIA,UNITED REPUBLIC OF TANZANIA,0.8762991644589362
MALAYSIA,PHILIPPINES,0.9123198701035112
ALGERIA,MALAYSIA,0.8976951071572988
BENIN,MALAYSIA,0.8251922207146087
DENMARK,MALAYSIA,0.5552172147787251
MALAYSIA,ROMANIA,0.6923851732473811
ARGENTINA,MALAYSIA,0.809996033320111
GREECE,MALAYSIA,0.6403490968134767
AUSTRIA,MALAYSIA,0.6139638725390705
MALAYSIA,SWITZERLAND,0.6060049019607843
CYPRUS,MALAYSIA,0.783641160949868
MALAYSIA,MOZAMBIQUE,0.8476104598737602
MALAYSIA,SUDAN,0.8962857722752182
FIJI,MALAYSIA,0.7853095487932844
BULGARIA,MALAYSIA,0.6391313172315811
CUBA,MALAYSIA,0.814464141821112
MALAYSIA,UGANDA,0.8175360259792978
MALAYSIA,ZAMBIA,0.8767067454656613
MALAYSIA,SOUTH SUDAN,0.30150214592274677
MALAYSIA,MONACO,0.5216240070609003
MALAYSIA,REPUBLIC OF KOREA,0.589817880794702
MALAYSIA,REPUBLIC OF MOLDOVA,0.5599259602036094
MALAYSIA,SAN MARINO,0.5678906917164817
MALAYSIA,YEMEN,0.8722760290556901
ITALY,MALAYSIA,0.5023340775319667
BURUNDI,MALAYSIA,0.790135985386645
HUNGARY,MALAYSIA,0.6312157499492592
CAMBODIA,MALAYSIA,0.7428571428571429
MALAWI,MALAYSIA,0.6474424291828
MALAYSIA,NAURU,0.3204780010863661
MALAYSIA,NICARAGUA,0.7899330221229958
BRUNEI DARUSSALAM,MALAYSIA,0.9565863812072555
MALAYSIA,POLAND,0.6423787294499695
MALAYSIA,THAILAND,0.9244976659224681
MALAYSIA,MALDIVES,0.8643611513770967
MALAYSIA,SIERRA LEONE,0.8136797239699615
MALAYSIA,TURKEY,0.7150395778364116
CABO VERDE,MALAYSIA,0.8734177215189873
MALAYSIA,PAPUA NEW GUINEA,0.7493237150586114
MALAYSIA,MARSHALL ISLANDS,0.3878311258278146
AZERBAIJAN,MALAYSIA,0.8168232280102476
MADAGASCAR,MALAYSIA,0.8033285975238482
CAMEROON,MALAYSIA,0.7700304259634888
MALAYSIA,SAUDI ARABIA,0.8883702049928963
IRAN (ISLAMIC REPUBLIC OF),MALAYSIA,0.8497830802603037
MALAYSIA,NEPAL,0.8991307863351526
MALAYSIA,SAMOA,0.6907742234585071
IRAQ,MALAYSIA,0.7521818550842297
LIBYA,MALAYSIA,0.8950617283950617
BAHRAIN,MALAYSIA,0.9327906491337925
GUINEA,MALAYSIA,0.848183478790339
EQUATORIAL GUINEA,MALAYSIA,0.4683806759278457
KYRGYZSTAN,MALAYSIA,0.6925704526046115
ERITREA,MALAYSIA,0.8053839364518977
KUWAIT,MALAYSIA,0.9106961639943171
ARMENIA,MALAYSIA,0.6776259607173356
MALAYSIA,MAURITANIA,0.867870915364319
MALAYSIA,SINGAPORE,0.8907682901976768
CENTRAL AFRICAN REPUBLIC,MALAYSIA,0.6306191687871077
MALAYSIA,PERU,0.8780190785467831
LIECHTENSTEIN,MALAYSIA,0.5959232613908872
MALAYSIA,NETHERLANDS,0.5270644014223627
MALAYSIA,SERBIA,0.6189047261815454
HAITI,MALAYSIA,0.7174751370002029
IRELAND,MALAYSIA,0.6052364522021514
KAZAKHSTAN,MALAYSIA,0.7988039299444681
DJIBOUTI,MALAYSIA,0.8851193261581657
DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,MALAYSIA,0.7483443708609272
BOSNIA AND HERZEGOVINA,MALAYSIA,0.5064047822374039
MALAYSIA,PAKISTAN,0.8944591029023746
MALAYSIA,SWEDEN,0.6096224116930572
MALAYSIA,SOMALIA,0.6380430369468129
MALAYSIA,SLOVAKIA,0.5624172915747684
AUSTRALIA,MALAYSIA,0.5277044854881267
KIRIBATI,MALAYSIA,0.2759369907658881
MALAYSIA,QATAR,0.9219047619047619
LITHUANIA,MALAYSIA,0.5568548387096774
ICELAND,MALAYSIA,0.5644408362086463
LUXEMBOURG,MALAYSIA,0.4956362898315405
ETHIOPIA,MALAYSIA,0.869983948635634
COMOROS,MALAYSIA,0.6415349887133183
MALAYSIA,SRI LANKA,0.9266351118760757
GUYANA,MALAYSIA,0.8942406230784997
MALAYSIA,TONGA,0.5176534492123845
MALAYSIA,UZBEKISTAN,0.5627668659265584
MALAYSIA,VANUATU,0.6060924369747899
LESOTHO,MALAYSIA,0.7800778848124615
COLOMBIA,MALAYSIA,0.8545345104333868
GUINEA-BISSAU,MALAYSIA,0.730126920507682
BOTSWANA,MALAYSIA,0.8149210903873745
COSTA RICA,MALAYSIA,0.7830322711589203
MALAYSIA,TAJIKISTAN,0.6618274978650726
LIBERIA,MALAYSIA,0.6498883702049929
COTE D'IVOIRE,MALAYSIA,0.7955692652832305
GABON,MALAYSIA,0.7810496794871795
INDIA,MALAYSIA,0.8347879033894865
ECUADOR,MALAYSIA,0.8731479602192003
ESWATINI,MALAYSIA,0.5692695214105793
MALAYSIA,SEYCHELLES,0.45783684692942256
MALAYSIA,SAINT KITTS AND NEVIS,0.4766248574686431
MALAYSIA,SOLOMON ISLANDS,0.6139301101005266
MALAYSIA,MAURITIUS,0.8307086614173228
ANDORRA,MALAYSIA,0.5710503089143866
MALAYSIA,SAO TOME AND PRINCIPE,0.5662759242560865
BELARUS,MALAYSIA,0.7862029646522235
MALAYSIA,PALAU,0.2381609195402299
GEORGIA,MALAYSIA,0.5
MALAYSIA,MYANMAR,0.8395096921322691
AFGHANISTAN,MALAYSIA,0.8136797239699615
CZECHIA,MALAYSIA,0.5096322241681261
MALAYSIA,MEXICO,0.8812664907651715
BANGLADESH,MALAYSIA,0.9387800044043162
FINLAND,MALAYSIA,0.6135634028892456
ISRAEL,MALAYSIA,0.26263446316216765
HONDURAS,MALAYSIA,0.7615181652120966
MALAYSIA,MALI,0.8868796463733173
MALAYSIA,NORTH MACEDONIA,0.5512367491166078
LEBANON,MALAYSIA,0.8520397807996752
BARBADOS,MALAYSIA,0.8434550677061962
BHUTAN,MALAYSIA,0.8419716522107045
MALAYSIA,MOROCCO,0.9037954130302416
MALAYSIA,MALTA,0.7287548400244549
MALAYSIA,SURINAME,0.8562633199147526
CANADA,MALAYSIA,0.48421259070405964
MALAYSIA,UNITED ARAB EMIRATES,0.924468085106383
CROATIA,MALAYSIA,0.5435525192143467
KENYA,MALAYSIA,0.8675213675213675
MALAYSIA,RWANDA,0.6754617414248021
CONGO,MALAYSIA,0.7664125370605676
GUATEMALA,MALAYSIA,0.7438603612746093
ANTIGUA AND BARBUDA,MALAYSIA,0.7498024756386621
LATVIA,MALAYSIA,0.5331125827814569
MALAYSIA,TOGO,0.8788309316013801
GRENADA,MALAYSIA,0.6619906479625919
MALAYSIA,NAMIBIA,0.8773404661826519
MALAYSIA,SYRIAN ARAB REPUBLIC,0.8407023482123969
MALAYSIA,NORWAY,0.5682971382179826
CHILE,MALAYSIA,0.8329991980753809
DOMINICA,MALAYSIA,0.3686893203883495
ALBANIA,MALAYSIA,0.49969555510452607
MALAYSIA,TRINIDAD AND TOBAGO,0.8855287193018063
MALAYSIA,PANAMA,0.819159732088492
MALAYSIA,MONTENEGRO,0.5618904726181545
MALAYSIA,NIGERIA,0.8928070526948507
GHANA,MALAYSIA,0.8672620255733712
MALAYSIA,OMAN,0.9221164021164021
MALAYSIA,SLOVENIA,0.5741587037806398
BAHAMAS,MALAYSIA,0.8250109505037232
JAMAICA,MALAYSIA,0.8722121760096444
BOLIVIA (PLURINATIONAL STATE OF),MALAYSIA,0.8738317757009346
MALAYSIA,SAINT LUCIA,0.7822222222222223
MALAYSIA,MONGOLIA,0.7998782220418105
MALAYSIA,PORTUGAL,0.5305459711792165
DEMOCRATIC REPUBLIC OF THE CONGO,MALAYSIA,0.5306064880112835
EL SALVADOR,MALAYSIA,0.7631418713212909
GAMBIA,MALAYSIA,0.6351568785197104
MALAYSIA,TURKMENISTAN,0.5713065755764304
MALAYSIA,MICRONESIA (FEDERATED STATES OF),0.3021523178807947
MALAYSIA,TIMOR-LESTE,0.7604166666666666
BELIZE,MALAYSIA,0.7303046218487395
CHAD,MALAYSIA,0.7152875175315568
BURKINA FASO,MALAYSIA,0.8911370760900541
LAO PEOPLE'S DEMOCRATIC REPUBLIC,MALAYSIA,0.860968660968661
MALAYSIA,TUVALU,0.4997176736307171
JORDAN,MALAYSIA,0.9223707842745958
MALAYSIA,PARAGUAY,0.7103714227724782
MALAYSIA,SERBIA AND MONTENEGRO,0.5929203539823009
BOLIVIA,MALAYSIA,0.8297597520020666
MALAYSIA,THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA,0.5700604838709677
CAPE VERDE,MALAYSIA,0.7973121228743829
CZECH REPUBLIC,MALAYSIA,0.5719339622641509
MALAYSIA,VENEZUELA,0.8797798377752027
MALAYSIA,SWAZILAND,0.7178676304495143
LIBYAN ARAB JAMAHIRIYA,MALAYSIA,0.8786818314377369
MALAYSIA,YUGOSLAVIA,0.7330971361086507
MALAYSIA,MOLDOVA,0.6277777777777778
MALAYSIA,UPPER VOLTA,0.8018335684062059
DEMOCRATIC YEMEN,MALAYSIA,0.8486341244961935
IVORY COAST,MALAYSIA,0.7870239774330042
MALAYSIA,UKRAINIAN SSR,0.6603241719520789
LAO PEOPLE's DEMOCRATIC REPUBLIC,MALAYSIA,0.753810082063306
BYELORUSSIAN SSR,MALAYSIA,0.6589147286821705
DEMOCRATIC KAMPUCHEA,MALAYSIA,0.5416178194607268
MALAYSIA,UNITED REPUBLIC OF CAMEROON,0.896236012207528
GERMAN DEMOCRATIC REPUBLIC,MALAYSIA,0.7533914728682171
BURMA,MALAYSIA,0.8421423537702607
MALAYSIA,ZAIRE,0.8814814814814815
"GERMANY, FEDERAL REPUBLIC OF",MALAYSIA,0.3682170542635659
MALAYSIA,USSR,0.7385424492862509
CZECHOSLOVAKIA,MALAYSIA,0.7093984962406015
LIBYAN ARAB REPUBLIC,MALAYSIA,0.8791208791208791
IRAN,MALAYSIA,0.8676351896690879
KHMER REPUBLIC,MALAYSIA,0.8225255972696246
LAOS,MALAYSIA,0.7513321492007105
CEYLON,MALAYSIA,0.7168458781362007
DAHOMEY,MALAYSIA,0.7544554455445545
MALAYSIA,UNITED ARAB REPUBLIC,0.74
MALAYSIA,SYRIA,0.68
MALAYSIA,SOUTHERN YEMEN,0.7079646017699115
CONGO (BRAZZAVILLE),MALAYSIA,0.5980392156862745
CONGO (LEOPOLDVILLE),MALAYSIA,0.765
CENTRAL AFRICAN EMPIRE,MALAYSIA,0.6872037914691943
MALAYSIA,SURINAM,0.6294416243654822
UNITED KINGDOM,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.4597772277227723
RUSSIAN FEDERATION,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.7314356435643564
JAPAN,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.5605670103092784
ANGOLA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.7679455445544554
URUGUAY,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8266752577319587
SPAIN,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.5464108910891089
EGYPT,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8724226804123711
NEW ZEALAND,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.6113861386138614
UNITED STATES,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.1577970297029703
FRANCE,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.46410891089108913
CHINA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8403465346534653
UKRAINE,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.5219072164948454
NIGER,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.7396610169491525
SAINT VINCENT AND THE GRENADINES,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8189830508474576
ESTONIA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.49491525423728816
SOUTH AFRICA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8569491525423729
VENEZUELA (BOLIVARIAN REPUBLIC OF),VIET NAM,0.8650847457627119
BELGIUM,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.5030508474576271
GERMANY,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.49898305084745764
TUNISIA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8576271186440678
INDONESIA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8813559322033898
DOMINICAN REPUBLIC,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8230508474576271
BRAZIL,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8020338983050848
UNITED REPUBLIC OF TANZANIA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.7911864406779661
PHILIPPINES,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8454237288135593
ALGERIA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8847457627118644
BENIN,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.7294915254237289
DENMARK,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.49898305084745764
ROMANIA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.48745762711864404
ARGENTINA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.783728813559322
GREECE,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.5172881355932203
AUSTRIA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.56
SWITZERLAND,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.5505084745762712
CYPRUS,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.5755932203389831
MOZAMBIQUE,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8413559322033898
SUDAN,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8833898305084745
FIJI,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.7206779661016949
BULGARIA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.49830508474576274
CUBA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.9111864406779661
UGANDA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.7152542372881356
VENEZUELA (BOLIVARIAN REPUBLIC OF),ZAMBIA,0.8101694915254237
SOUTH SUDAN,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.2918454935622318
MONACO,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.4766101694915254
REPUBLIC OF KOREA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.4901694915254237
REPUBLIC OF MOLDOVA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.5054095826893354
SAN MARINO,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.551864406779661
VENEZUELA (BOLIVARIAN REPUBLIC OF),YEMEN,0.8549152542372881
ITALY,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.5023728813559322
BURUNDI,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.6908474576271186
HUNGARY,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.47796610169491527
CAMBODIA,VENEZUELA (BOLIVARIAN REPUBLIC OF),0.8610169491525423
